"Format","AiM CSV File"
"Session","45.392°N, 75.696°W"
"Vehicle","GG25"
"Racer","Faran"
"Championship","P7"
"Comment","arb 90 degrees 
times:
"
"Date","Saturday, August 16, 2025"
"Time","5:05 PM"
"Sample Rate","20"
"Duration","55"
"Segment","Session"
"Beacon Markers","55"
"Segment Times","0:55.000"
"1.200","0.2439","13","0.0000","0.0000","31.5896","11.5140","0.0000","27.8501","31.6720","0.2072","10000.0000","45.39183775","-75.69653386"
"1.250","0.2115","13","0.0000","0.0000","34.7127","24.0606","0.0000","27.8627","31.6220","0.2022","10000.0000","45.39183796","-75.69653397"
"1.300","0.1972","13","0.0000","0.0000","35.1832","47.0732","0.0000","27.8733","31.5720","0.1916","10000.0000","45.39183811","-75.69653409"
"1.350","0.1972","13","0.0000","0.0000","33.5695","78.3089","0.0000","27.8822","31.5220","0.1766","10000.0000","45.39183822","-75.69653421"
"1.400","0.1934","13","0.0000","0.0000","33.7799","52.2787","0.0000","27.8903","31.4440","0.1700","10000.0000","45.39183837","-75.69653440"
"1.450","0.1866","13","0.0000","0.0000","35.4236","-18.7463","0.0000","27.8977","31.3440","0.1700","10000.0000","45.39183856","-75.69653463"
"1.500","0.1983","13","0.0000","0.0000","34.5134","-58.5888","0.0000","27.9088","31.2720","0.1700","10000.0000","45.39183872","-75.69653488"
"1.550","0.2245","13","0.0000","0.0000","31.5967","-73.9308","0.0000","27.9230","31.2220","0.1700","10000.0000","45.39183884","-75.69653514"
"1.600","0.2420","13","0.0000","0.0000","31.9817","-106.3655","0.0000","27.9338","31.1720","0.1812","10000.0000","45.39183897","-75.69653536"
"1.650","0.2525","13","0.0000","0.0000","34.9608","-152.2301","0.0000","27.9419","31.1220","0.2012","10000.0000","45.39183908","-75.69653555"
"1.700","0.2313","13","0.0000","0.0000","42.9413","-158.0336","0.0000","27.9480","31.0720","0.1932","10000.0000","45.39183922","-75.69653572"
"1.750","0.1852","13","0.0000","0.0000","54.8513","-132.3605","0.0000","27.9527","31.0220","0.1632","10000.0000","45.39183937","-75.69653589"
"1.800","0.1758","13","0.0000","0.0000","54.1195","-69.9494","0.0000","27.9540","30.9720","0.1584","10000.0000","45.39183951","-75.69653602"
"1.850","0.1951","13","0.0000","0.0000","43.4547","21.3272","0.0000","27.9525","30.9220","0.1734","10000.0000","45.39183966","-75.69653611"
"1.900","0.1980","13","0.0000","0.0000","42.6262","60.8220","0.0000","27.9589","30.8720","0.1716","10000.0000","45.39183980","-75.69653622"
"1.950","0.1880","13","0.0000","0.0000","49.5261","59.6311","0.0000","27.9714","30.8220","0.1566","10000.0000","45.39183994","-75.69653634"
"2.000","0.1794","13","0.0000","0.0000","53.1738","19.6701","0.0000","27.9815","30.7720","0.1500","10000.0000","45.39184010","-75.69653649"
"2.050","0.1721","13","0.0000","0.0000","54.2661","-50.7531","0.0000","27.9898","30.7220","0.1500","10000.0000","45.39184028","-75.69653666"
"2.100","0.2287","13","0.0000","0.0000","46.1350","-101.6931","0.0000","27.9998","30.6720","0.1696","10000.0000","45.39184041","-75.69653685"
"2.150","0.3356","13","0.0000","0.0000","30.7569","-137.3251","0.0000","28.0113","30.6220","0.2046","10000.0000","45.39184050","-75.69653705"
"2.200","0.3712","13","0.0000","0.0000","26.7593","-143.7600","0.0000","28.0311","30.5720","0.2116","10000.0000","45.39184062","-75.69653723"
"2.250","0.3506","13","0.0000","0.0000","31.7033","-127.2546","0.0000","28.0576","30.5220","0.1966","10000.0000","45.39184076","-75.69653738"
"2.300","0.3388","13","0.0000","0.0000","34.6171","-67.8398","0.0000","28.0748","30.4440","0.1872","10000.0000","45.39184092","-75.69653748"
"2.350","0.3340","13","0.0000","0.0000","35.9357","25.2893","0.0000","28.0848","30.3440","0.1822","10000.0000","45.39184108","-75.69653752"
"2.400","0.3274","13","0.0000","0.0000","36.4878","23.4552","0.0000","28.0902","30.2720","0.1772","10000.0000","45.39184118","-75.69653761"
"2.450","0.3194","13","0.0000","0.0000","36.4375","-52.9930","0.0000","28.0920","30.2220","0.1722","10000.0000","45.39184123","-75.69653774"
"2.500","0.3087","13","0.0000","0.0000","37.6492","-104.6909","0.0000","28.0977","30.1720","0.1756","10000.0000","45.39184128","-75.69653787"
"2.550","0.2959","13","0.0000","0.0000","39.8525","-136.9422","0.0000","28.1065","30.1220","0.1856","10000.0000","45.39184133","-75.69653801"
"2.600","0.2677","13","0.0000","0.0000","45.2562","-80.2554","0.0000","28.1105","30.0720","0.1760","10000.0000","45.39184142","-75.69653805"
"2.650","0.2276","13","0.0000","0.0000","53.1744","46.3113","0.0000","28.1109","30.0220","0.1510","10000.0000","45.39184154","-75.69653802"
"2.700","0.2108","13","0.0000","0.0000","61.7649","25.8258","0.0000","28.1121","29.9720","0.1400","10000.0000","45.39184166","-75.69653807"
"2.750","0.2123","13","0.0000","0.0000","70.8836","-110.2007","0.0000","28.1141","29.9220","0.1400","10000.0000","45.39184177","-75.69653818"
"2.800","0.2121","13","0.0000","0.0000","72.7615","-88.3903","0.0000","28.1184","29.8720","0.1372","10000.0000","45.39184182","-75.69653827"
"2.850","0.2106","13","0.0000","0.0000","68.9501","57.4348","0.0000","28.1245","29.8220","0.1322","10000.0000","45.39184183","-75.69653834"
"2.900","0.2025","13","0.0000","0.0000","67.3760","70.2344","0.0000","28.1244","29.7720","0.1300","10000.0000","45.39184190","-75.69653843"
"2.950","0.1894","13","0.0000","0.0000","67.5598","-21.4860","0.0000","28.1194","29.7220","0.1300","10000.0000","45.39184201","-75.69653852"
"3.000","0.2141","13","0.0000","0.0000","61.9798","-85.8539","0.0000","28.1265","29.6720","0.1440","10000.0000","45.39184208","-75.69653862"
"3.050","0.2685","13","0.0000","0.0000","51.8710","-128.7307","0.0000","28.1431","29.6220","0.1690","10000.0000","45.39184212","-75.69653871"
"3.100","0.3215","13","0.0000","0.0000","42.9545","-62.1691","0.0000","28.1499","29.5720","0.1828","10000.0000","45.39184214","-75.69653878"
"3.150","0.3732","13","0.0000","0.0000","34.9747","90.3796","0.0000","28.1491","29.5220","0.1878","10000.0000","45.39184215","-75.69653885"
"3.200","0.3527","13","0.0000","0.0000","38.1595","151.5211","0.0000","28.1488","29.4720","0.1788","10000.0000","45.39184219","-75.69653886"
"3.250","0.2755","13","0.0000","0.0000","50.1165","140.8427","0.0000","28.1489","29.4220","0.1588","10000.0000","45.39184225","-75.69653885"
"3.300","0.2444","13","0.0000","0.0000","56.5132","141.8184","0.0000","28.1447","29.3720","0.1528","10000.0000","45.39184232","-75.69653886"
"3.350","0.2497","13","0.0000","0.0000","58.5410","151.9509","0.0000","28.1370","29.3220","0.1578","10000.0000","45.39184239","-75.69653889"
"3.400","0.2460","13","0.0000","0.0000","58.5838","74.4709","0.0000","28.1294","29.2720","0.1600","10000.0000","45.39184246","-75.69653892"
"3.450","0.2352","13","0.0000","0.0000","57.0668","-71.8476","0.0000","28.1217","29.2220","0.1600","10000.0000","45.39184253","-75.69653895"
"3.500","0.2365","13","0.0000","0.0000","56.5717","-130.6107","0.0000","28.1160","29.1720","0.1600","10000.0000","45.39184261","-75.69653898"
"3.550","0.2473","13","0.0000","0.0000","56.8795","-120.5805","0.0000","28.1119","29.1220","0.1600","10000.0000","45.39184271","-75.69653901"
"3.600","0.2393","13","0.0000","0.0000","60.6346","-107.0002","0.0000","28.1136","29.0720","0.1516","10000.0000","45.39184280","-75.69653906"
"3.650","0.2167","13","0.0000","0.0000","67.0983","-90.6307","0.0000","28.1198","29.0220","0.1366","10000.0000","45.39184287","-75.69653912"
"3.700","0.2110","13","0.0000","0.0000","65.3956","-108.2038","0.0000","28.1182","28.9720","0.1412","10000.0000","45.39184291","-75.69653917"
"3.750","0.2186","13","0.0000","0.0000","57.2765","-152.4460","0.0000","28.1104","28.9220","0.1612","10000.0000","45.39184291","-75.69653922"
"3.800","0.2177","13","0.0000","0.0000","53.0133","-156.8395","0.0000","28.1085","28.8720","0.1644","10000.0000","45.39184297","-75.69653927"
"3.850","0.2101","13","0.0000","0.0000","51.7797","-129.9235","0.0000","28.1114","28.8220","0.1544","10000.0000","45.39184308","-75.69653931"
"3.900","0.2209","13","0.0000","0.0000","47.0467","-133.2928","0.0000","28.1083","28.8000","0.1612","10000.0000","45.39184316","-75.69653935"
"3.950","0.2460","13","0.0000","0.0000","39.5640","-160.4579","0.0000","28.1007","28.8000","0.1812","10000.0000","45.39184323","-75.69653938"
"4.000","0.2758","13","0.0000","0.0000","33.5798","-161.4631","0.0000","28.0925","28.7720","0.1956","10000.0000","45.39184330","-75.69653944"
"4.050","0.3093","13","0.0000","0.0000","28.7729","-141.9142","0.0000","28.0840","28.7220","0.2056","10000.0000","45.39184338","-75.69653954"
"4.100","0.2885","13","0.0000","0.0000","36.0152","-105.0510","0.0000","28.0823","28.6720","0.1904","10000.0000","45.39184347","-75.69653957"
"4.150","0.2251","13","0.0000","0.0000","52.7249","-54.5838","0.0000","28.0860","28.6220","0.1554","10000.0000","45.39184356","-75.69653955"
"4.200","0.2423","13","0.0000","0.0000","50.6933","-37.9225","0.0000","28.0844","28.5720","0.1540","10000.0000","45.39184371","-75.69653962"
"4.250","0.3228","13","0.0000","0.0000","33.9364","-47.8230","0.0000","28.0788","28.5220","0.1790","10000.0000","45.39184389","-75.69653976"
"4.300","0.3192","13","0.0000","0.0000","34.3855","-38.6921","0.0000","28.0783","28.4720","0.1816","10000.0000","45.39184402","-75.69653981"
"4.350","0.2496","13","0.0000","0.0000","48.3535","-14.6078","0.0000","28.0821","28.4220","0.1666","10000.0000","45.39184411","-75.69653980"
"4.400","0.2222","13","0.0000","0.0000","50.3762","38.4259","0.0000","28.0818","28.4000","0.1628","10000.0000","45.39184417","-75.69653978"
"4.450","0.2280","13","0.0000","0.0000","43.0132","114.2056","0.0000","28.0784","28.4000","0.1678","10000.0000","45.39184420","-75.69653977"
"4.500","0.2503","13","0.0000","0.0000","34.1413","149.5612","0.0000","28.0687","28.3720","0.1784","10000.0000","45.39184425","-75.69653977"
"4.550","0.2856","13","0.0000","0.0000","24.0838","153.1549","0.0000","28.0541","28.3220","0.1934","10000.0000","45.39184432","-75.69653978"
"4.600","0.2930","13","0.0000","0.0000","22.3381","161.3021","0.0000","28.0471","28.2720","0.2000","10000.0000","45.39184436","-75.69653982"
"4.650","0.2783","13","0.0000","0.0000","27.1231","173.0270","0.0000","28.0463","28.2220","0.2000","10000.0000","45.39184437","-75.69653988"
"4.700","0.2578","13","0.0000","0.0000","30.4720","126.0288","0.0000","28.0441","28.1720","0.1944","10000.0000","45.39184442","-75.69653989"
"4.750","0.2329","13","0.0000","0.0000","32.6926","32.8911","0.0000","28.0408","28.1220","0.1844","10000.0000","45.39184452","-75.69653986"
"4.800","0.2688","13","0.0000","0.0000","28.9362","-16.2932","0.0000","28.0347","28.0720","0.1828","10000.0000","45.39184464","-75.69653989"
"4.850","0.3526","13","0.0000","0.0000","20.4836","-30.9426","0.0000","28.0263","28.0220","0.1878","10000.0000","45.39184478","-75.69653997"
"4.900","0.3153","13","0.0000","0.0000","30.1863","1.8532","0.0000","28.0168","28.0000","0.1760","10000.0000","45.39184486","-75.69653998"
"4.950","0.1829","13","0.0000","0.0000","54.1538","71.9273","0.0000","28.0065","28.0000","0.1510","10000.0000","45.39184489","-75.69653995"
"5.000","0.1422","13","0.0000","0.0000","56.6576","78.6940","0.0000","27.9996","27.9720","0.1512","10000.0000","45.39184496","-75.69653996"
"5.050","0.1733","13","0.0000","0.0000","42.2971","35.7190","0.0000","27.9955","27.9220","0.1712","10000.0000","45.39184506","-75.69653999"
"5.100","0.2231","13","0.0000","0.0000","29.3660","26.8094","0.0000","27.9802","27.8720","0.1856","10000.0000","45.39184515","-75.69653996"
"5.150","0.2876","13","0.0000","0.0000","17.5580","44.6655","0.0000","27.9560","27.8220","0.1956","10000.0000","45.39184525","-75.69653988"
"5.200","0.3852","13","0.0000","0.0000","10.2412","51.7599","0.0000","27.9422","27.7720","0.2000","10000.0000","45.39184535","-75.69653978"
"5.250","0.5090","13","0.0000","0.0000","6.4531","50.3986","0.0000","27.9364","27.7220","0.2000","10000.0000","45.39184547","-75.69653967"
"5.300","0.7091","13","0.0003","0.0489","4.4859","47.6876","0.0000","27.9351","27.7000","0.2000","10000.0000","45.39184562","-75.69653953"
"5.350","0.9692","13","0.0007","0.1363","3.9496","43.9160","0.0000","27.9373","27.7000","0.2000","10000.0000","45.39184579","-75.69653936"
"5.400","1.3491","13","0.0010","0.1930","3.7099","45.9639","0.0000","27.9473","27.6720","0.2000","10000.0000","45.39184596","-75.69653906"
"5.450","1.8234","13","0.0011","0.2255","3.7035","52.5841","0.0000","27.9635","27.6220","0.2000","10000.0000","45.39184613","-75.69653865"
"5.500","2.4087","13","0.0067","0.2569","3.0190","56.0196","0.0000","27.9673","27.5720","0.2000","10000.0000","45.39184638","-75.69653813"
"5.550","3.0815","13","0.0167","0.2873","1.8019","56.9526","0.0000","27.9612","27.5220","0.2000","10000.0000","45.39184669","-75.69653751"
"5.600","3.6126","13","0.0150","0.3051","1.1836","56.6041","-0.0965","27.9558","27.5000","0.2000","595.9877","45.39184704","-75.69653684"
"5.650","4.0325","13","0.0042","0.3129","1.0357","55.2485","-0.2687","27.9507","27.5000","0.2000","238.8098","45.39184740","-75.69653614"
"5.700","4.5665","13","-0.0001","0.3118","1.0389","54.6426","-0.1060","27.9610","27.4720","0.2028","685.9070","45.39184781","-75.69653536"
"5.750","5.1902","13","0.0007","0.3037","1.1609","54.6258","0.3201","27.9832","27.4220","0.2078","258.0703","45.39184825","-75.69653450"
"5.800","5.6883","13","-0.0006","0.2977","1.2154","54.8363","-0.1605","27.9967","27.4000","0.2100","564.1951","45.39184873","-75.69653355"
"5.850","6.0876","13","-0.0036","0.2934","1.2168","55.2255","-1.3533","28.0035","27.4000","0.2100","71.5912","45.39184924","-75.69653251"
"5.900","6.5365","13","-0.0091","0.3068","1.1176","54.7434","-3.1435","28.0027","27.3720","0.2100","33.0944","45.39184986","-75.69653142"
"5.950","7.0244","13","-0.0167","0.3341","0.9394","53.5769","-5.4029","27.9960","27.3220","0.2100","20.6919","45.39185056","-75.69653031"
"6.000","7.7332","13","-0.0169","0.3807","0.8728","53.8872","-5.2770","27.9906","27.2720","0.2100","23.3236","45.39185136","-75.69652894"
"6.050","8.6157","13","-0.0114","0.4424","0.8941","55.3578","-3.2769","27.9861","27.2220","0.2100","41.8456","45.39185224","-75.69652739"
"6.100","9.6886","13","-0.0081","0.5064","0.8399","55.4383","-2.1006","27.9846","27.2000","0.2072","73.4074","45.39185326","-75.69652562"
"6.150","10.9112","13","-0.0067","0.5723","0.7265","54.4264","-1.5716","27.9853","27.2000","0.2022","110.4964","45.39185441","-75.69652368"
"6.200","12.1818","13","-0.0057","0.6193","0.5783","53.6846","-1.1968","27.9724","27.1720","0.2028","162.0002","45.39185575","-75.69652155"
"6.250","13.4899","13","-0.0050","0.6515","0.4027","53.1551","-0.9431","27.9488","27.1220","0.2078","227.6609","45.39185725","-75.69651926"
"6.300","14.6616","13","0.0008","0.6739","0.3101","53.2988","0.0104","27.9335","27.0720","0.2100","10000.0000","45.39185874","-75.69651681"
"6.350","15.7261","13","0.0104","0.6887","0.2827","53.9716","1.5136","27.9247","27.0220","0.2100","165.3581","45.39186023","-75.69651423"
"6.400","16.7384","13","0.0204","0.6764","0.2697","54.4508","2.7962","27.9123","26.9720","0.2100","95.2730","45.39186179","-75.69651148"
"6.450","17.7098","13","0.0306","0.6427","0.2681","54.7779","3.9054","27.8970","26.9220","0.2100","72.1728","45.39186340","-75.69650859"
"6.500","18.6977","13","0.0374","0.6009","0.2477","55.0285","4.5041","27.8877","26.9000","0.2100","66.0688","45.39186507","-75.69650556"
"6.550","19.6987","13","0.0416","0.5528","0.2128","55.2188","4.7019","27.8831","26.9000","0.2100","66.6777","45.39186677","-75.69650241"
"6.600","20.6266","13","0.0523","0.5093","0.2111","55.3859","5.5554","27.8802","26.8720","0.2100","59.0924","45.39186854","-75.69649913"
"6.650","21.4973","13","0.0683","0.4694","0.2357","55.5345","6.9241","27.8785","26.8220","0.2100","49.4128","45.39187035","-75.69649576"
"6.700","22.2885","13","0.0669","0.4326","0.2628","55.7980","6.6015","27.8808","26.7720","0.2100","53.7352","45.39187216","-75.69649225"
"6.750","23.0174","13","0.0521","0.3984","0.2919","56.1516","4.9500","27.8861","26.7220","0.2100","74.0066","45.39187397","-75.69648864"
"6.800","23.5686","13","0.0460","0.3613","0.2875","56.4087","4.1955","27.8798","26.7000","0.2100","89.4072","45.39187577","-75.69648500"
"6.850","23.9803","13","0.0469","0.3218","0.2568","56.5899","4.1457","27.8643","26.7000","0.2100","92.0609","45.39187758","-75.69648133"
"6.900","24.3667","13","0.0533","0.2769","0.1988","56.7310","4.5805","27.8513","26.6720","0.2100","84.6646","45.39187940","-75.69647763"
"6.950","24.7332","13","0.0642","0.2279","0.1194","56.8408","5.3961","27.8402","26.6220","0.2100","72.9497","45.39188123","-75.69647391"
"7.000","25.0406","13","0.0610","0.1854","0.1118","57.1745","5.0586","27.8426","26.5720","0.2100","78.7831","45.39188301","-75.69647008"
"7.050","25.3015","13","0.0466","0.1480","0.1605","57.6841","3.8152","27.8557","26.5220","0.2100","105.5466","45.39188475","-75.69646617"
"7.100","25.5131","13","0.0248","0.1198","0.1872","57.9750","2.0129","27.8646","26.5000","0.2100","201.7263","45.39188653","-75.69646227"
"7.150","25.6859","13","-0.0030","0.0987","0.1966","58.0939","-0.2287","27.8700","26.5000","0.2100","1787.8958","45.39188833","-75.69645839"
"7.200","25.8418","13","-0.0245","0.0814","0.2169","57.7519","-1.9370","27.8790","26.4720","0.2100","212.3290","45.39189022","-75.69645454"
"7.250","25.9843","13","-0.0410","0.0671","0.2459","57.0478","-3.2265","27.8909","26.4220","0.2100","128.1754","45.39189216","-75.69645071"
"7.300","26.0802","13","-0.0485","0.0587","0.2440","56.5041","-3.8026","27.8885","26.4000","0.2100","109.1562","45.39189409","-75.69644688"
"7.350","26.1395","13","-0.0489","0.0550","0.2179","56.0866","-3.8183","27.8751","26.4000","0.2100","108.9541","45.39189600","-75.69644306"
"7.400","26.1756","13","-0.0520","0.0524","0.2071","55.8805","-4.0384","27.8675","26.3720","0.2100","103.1587","45.39189794","-75.69643925"
"7.450","26.1933","13","-0.0571","0.0508","0.2082","55.8406","-4.4190","27.8646","26.3220","0.2100","94.3370","45.39189989","-75.69643545"
"7.500","26.2993","13","-0.0600","0.0590","0.1791","56.1540","-4.6320","27.8585","26.3000","0.2100","90.3641","45.39190176","-75.69643158"
"7.550","26.4745","13","-0.0613","0.0747","0.1264","56.7449","-4.7132","27.8500","26.3000","0.2100","89.3992","45.39190356","-75.69642767"
"7.600","26.7119","13","-0.0591","0.0929","0.1187","56.5533","-4.5281","27.8497","26.2720","0.2100","93.8885","45.39190551","-75.69642374"
"7.650","26.9983","13","-0.0542","0.1129","0.1464","55.7468","-4.1337","27.8557","26.2220","0.2100","103.9475","45.39190757","-75.69641980"
"7.700","27.2580","13","-0.0676","0.1336","0.1360","54.9736","-5.0998","27.8532","26.2000","0.2100","85.0663","45.39190971","-75.69641589"
"7.750","27.4969","13","-0.0952","0.1549","0.0956","54.2265","-7.1349","27.8439","26.2000","0.2100","61.3361","45.39191191","-75.69641201"
"7.800","27.7704","13","-0.1493","0.1614","0.0766","53.6032","-11.0580","27.8416","26.1720","0.2100","39.9694","45.39191415","-75.69640806"
"7.850","28.0713","13","-0.2243","0.1564","0.0745","53.0771","-16.4645","27.8448","26.1220","0.2100","27.1353","45.39191643","-75.69640405"
"7.900","28.3550","13","-0.2987","0.1421","0.0497","52.1718","-21.7254","27.8402","26.1000","0.2128","20.7721","45.39191877","-75.69640016"
"7.950","28.6250","13","-0.3728","0.1205","0.0071","50.9684","-26.8718","27.8297","26.1000","0.2178","16.9539","45.39192118","-75.69639635"
"8.000","28.8089","13","-0.4282","0.1068","0.0161","49.3735","-30.6555","27.8390","26.0720","0.2200","14.9568","45.39192372","-75.69639270"
"8.050","28.9249","13","-0.4689","0.0995","0.0657","47.4709","-33.3684","27.8638","26.0220","0.2200","13.7961","45.39192638","-75.69638918"
"8.100","28.8215","13","-0.4850","0.1013","0.0884","45.0720","-34.3351","27.8776","26.0000","0.2228","13.3598","45.39192917","-75.69638599"
"8.150","28.5456","13","-0.4817","0.1105","0.0899","42.2831","-33.9299","27.8829","26.0000","0.2278","13.3899","45.39193207","-75.69638309"
"8.200","28.8370","13","-0.4944","0.1309","0.0236","40.4679","-34.6244","27.8633","25.9720","0.2300","13.2552","45.39193516","-75.69638007"
"8.250","29.5740","13","-0.5198","0.1603","-0.0961","39.4178","-36.1831","27.8241","25.9220","0.2300","13.0084","45.39193840","-75.69637697"
"8.300","30.1058","13","-0.5343","0.1886","-0.1474","38.3996","-36.9076","27.8034","25.9000","0.2356","12.9824","45.39194161","-75.69637385"
"8.350","30.4763","13","-0.5404","0.2162","-0.1450","37.4066","-36.9765","27.7973","25.9000","0.2456","13.1177","45.39194481","-75.69637070"
"8.400","30.7766","13","-0.5424","0.2379","-0.1044","35.8216","-36.7136","27.8176","25.8720","0.2500","13.3418","45.39194812","-75.69636781"
"8.450","31.0216","13","-0.5413","0.2552","-0.0339","33.7715","-36.1898","27.8589","25.8220","0.2500","13.6427","45.39195153","-75.69636512"
"8.500","31.4816","13","-0.5595","0.2658","0.0480","31.2211","-36.8826","27.9066","25.7720","0.2416","13.5848","45.39195523","-75.69636266"
"8.550","32.1104","13","-0.5926","0.2712","0.1387","28.2775","-38.5315","27.9595","25.7220","0.2266","13.2633","45.39195917","-75.69636038"
"8.600","32.5638","13","-0.6349","0.2627","0.1756","25.9178","-40.6925","27.9856","25.7000","0.2312","12.7362","45.39196313","-75.69635829"
"8.650","32.8793","13","-0.6842","0.2434","0.1702","24.0168","-43.2558","27.9907","25.7000","0.2512","12.0976","45.39196712","-75.69635635"
"8.700","33.0455","13","-0.7402","0.2038","0.1689","21.8363","-46.2177","27.9948","25.6720","0.2712","11.3795","45.39197119","-75.69635476"
"8.750","33.0944","13","-0.8014","0.1482","0.1708","19.4362","-49.4926","27.9983","25.6220","0.2912","10.6423","45.39197533","-75.69635344"
"8.800","33.2151","13","-0.8307","0.0902","0.1606","17.0545","-50.9459","27.9950","25.6000","0.3084","10.3764","45.39197952","-75.69635246"
"8.850","33.3922","13","-0.8349","0.0302","0.1409","14.6874","-50.9679","27.9864","25.6000","0.3234","10.4272","45.39198376","-75.69635174"
"8.900","33.1757","13","-0.8712","-0.0397","0.1481","12.2983","-53.1450","27.9894","25.6000","0.3300","9.9352","45.39198779","-75.69635136"
"8.950","32.6499","13","-0.9328","-0.1174","0.1763","9.8921","-57.0152","28.0015","25.6000","0.3300","9.1140","45.39199165","-75.69635125"
"9.000","32.1613","13","-1.0074","-0.1454","0.1756","6.2753","-62.0623","28.0083","25.6000","0.3300","8.2476","45.39199545","-75.69635211"
"9.050","31.7020","13","-1.0923","-0.1343","0.1519","1.7075","-68.0341","28.0110","25.6000","0.3300","7.4162","45.39199921","-75.69635371"
"9.100","31.4464","13","-1.1554","-0.0746","0.1434","-2.7075","-72.7611","28.0232","25.5720","0.3244","6.8785","45.39200291","-75.69635565"
"9.150","31.3507","13","-1.2014","0.0233","0.1468","-7.0023","-76.5101","28.0429","25.5220","0.3144","6.5215","45.39200658","-75.69635785"
"9.200","31.5848","13","-1.2129","0.1161","0.2128","-10.5750","-77.6341","28.0867","25.5000","0.2988","6.4751","45.39201038","-75.69636018"
"9.250","32.0781","13","-1.1971","0.2048","0.3279","-13.5802","-76.6955","28.1496","25.5000","0.2788","6.6567","45.39201429","-75.69636261"
