"Format","AiM CSV File"
"Session","45.392°N, 75.696°W"
"Vehicle","GG25"
"Racer","Faran"
"Championship","P7"
"Comment","arb 90 degrees 
times:
"
"Date","Saturday, August 16, 2025"
"Time","5:05 PM"
"Sample Rate","20"
"Duration","17"
"Segment","Session"
"Beacon Markers","17"
"Segment Times","0:17.000"
"1.200","0.2146","11","0.0000","0.0000","-11.6920","99.9363","0.0000","25.1475","52.3120","0.2444","10000.0000","45.39173736","-75.69652842"
"1.250","0.1536","11","0.0000","0.0000","-18.7711","142.5084","0.0000","25.1511","52.1120","0.2544","10000.0000","45.39173745","-75.69652867"
"1.300","0.1589","11","0.0000","0.0000","-18.8220","152.8202","0.0000","25.1571","51.9340","0.2600","10000.0000","45.39173755","-75.69652886"
"1.350","0.2487","11","0.0000","0.0000","-9.9279","122.0736","0.0000","25.1660","51.7840","0.2600","10000.0000","45.39173766","-75.69652898"
"1.400","0.3660","11","0.0000","0.0000","-4.3301","101.1093","0.0000","25.1827","51.6340","0.2578","10000.0000","45.39173779","-75.69652912"
"1.450","0.5182","11","0.0000","0.0000","-2.9273","92.5951","0.0000","25.2091","51.4840","0.2528","10000.0000","45.39173793","-75.69652927"
"1.500","0.4901","11","0.0000","0.0000","9.7746","56.6727","0.0000","25.2383","51.3340","0.2434","10000.0000","45.39173811","-75.69652957"
"1.550","0.2325","11","0.0000","0.0000","36.8571","-14.1329","0.0000","25.2709","51.1840","0.2284","10000.0000","45.39173832","-75.69653005"
"1.600","0.2124","11","0.0000","0.0000","43.0724","-50.9164","0.0000","25.3062","51.0340","0.2288","10000.0000","45.39173857","-75.69653056"
"1.650","0.4948","11","0.0000","0.0000","22.7293","-44.3990","0.0000","25.3451","50.8840","0.2488","10000.0000","45.39173886","-75.69653110"
"1.700","0.7041","11","0.0000","0.0000","12.2866","-39.9344","0.0000","25.3909","50.7340","0.2600","10000.0000","45.39173914","-75.69653161"
"1.750","0.8204","11","0.0000","0.0000","14.4442","-38.0825","0.0000","25.4454","50.5840","0.2600","10000.0000","45.39173941","-75.69653206"
"1.800","0.8146","11","0.0000","0.0000","17.2792","-37.9080","0.0000","25.4867","50.4560","0.2578","10000.0000","45.39173960","-75.69653244"
"1.850","0.6536","11","0.0000","0.0000","20.9763","-39.8685","0.0000","25.5112","50.3560","0.2528","10000.0000","45.39173970","-75.69653273"
"1.900","0.5058","11","0.0000","0.0000","26.9099","-45.5006","0.0000","25.5316","50.2340","0.2456","10000.0000","45.39173980","-75.69653299"
"1.950","0.3746","11","0.0000","0.0000","35.6900","-55.8057","0.0000","25.5466","50.0840","0.2356","10000.0000","45.39173992","-75.69653319"
"2.000","0.2904","11","0.0000","0.0000","44.7486","-13.6197","0.0000","25.5678","49.9340","0.2190","10000.0000","45.39174004","-75.69653340"
"2.050","0.2658","11","0.0000","0.0000","54.1618","95.3729","0.0000","25.5968","49.7840","0.1940","10000.0000","45.39174016","-75.69653364"
"2.100","0.2977","11","0.0000","0.0000","52.0007","110.7374","0.0000","25.6143","49.6340","0.1932","10000.0000","45.39174033","-75.69653389"
"2.150","0.4015","11","0.0000","0.0000","35.1085","6.9386","0.0000","25.6174","49.4840","0.2232","10000.0000","45.39174056","-75.69653417"
"2.200","0.4092","11","0.0000","0.0000","32.2932","-33.7535","0.0000","25.6319","49.3560","0.2246","10000.0000","45.39174074","-75.69653442"
"2.250","0.2947","11","0.0000","0.0000","47.3936","5.8719","0.0000","25.6609","49.2560","0.1896","10000.0000","45.39174086","-75.69653466"
"2.300","0.2545","11","0.0000","0.0000","50.2765","49.7612","0.0000","25.6840","49.1560","0.1788","10000.0000","45.39174095","-75.69653486"
"2.350","0.3091","11","0.0000","0.0000","37.6096","99.0772","0.0000","25.6998","49.0560","0.1988","10000.0000","45.39174100","-75.69653501"
"2.400","0.3061","11","0.0000","0.0000","38.0365","121.4285","0.0000","25.7183","48.9340","0.1968","10000.0000","45.39174108","-75.69653519"
"2.450","0.2298","11","0.0000","0.0000","55.1281","109.4613","0.0000","25.7403","48.7840","0.1668","10000.0000","45.39174120","-75.69653541"
"2.500","0.2013","11","0.0000","0.0000","63.0088","54.5957","0.0000","25.7680","48.6560","0.1610","10000.0000","45.39174129","-75.69653568"
"2.550","0.2338","11","0.0000","0.0000","59.1667","-54.8678","0.0000","25.8029","48.5560","0.1860","10000.0000","45.39174136","-75.69653600"
"2.600","0.2713","11","0.0000","0.0000","51.7447","-114.2465","0.0000","25.8301","48.4560","0.2066","10000.0000","45.39174141","-75.69653631"
"2.650","0.3151","11","0.0000","0.0000","39.7667","-109.8808","0.0000","25.8475","48.3560","0.2216","10000.0000","45.39174144","-75.69653661"
"2.700","0.3579","11","0.0000","0.0000","33.7461","-103.4813","0.0000","25.8760","48.2560","0.2322","10000.0000","45.39174149","-75.69653690"
"2.750","0.3996","11","0.0000","0.0000","35.3075","-94.4932","0.0000","25.9188","48.1560","0.2372","10000.0000","45.39174155","-75.69653718"
"2.800","0.4198","11","0.0000","0.0000","36.8808","-83.4723","0.0000","25.9535","48.0780","0.2378","10000.0000","45.39174162","-75.69653746"
"2.850","0.4128","11","0.0000","0.0000","38.4694","-69.8639","0.0000","25.9780","48.0280","0.2328","10000.0000","45.39174172","-75.69653776"
"2.900","0.3766","11","0.0000","0.0000","45.6930","-73.8967","0.0000","25.9959","47.9560","0.2190","10000.0000","45.39174176","-75.69653797"
"2.950","0.3032","11","0.0000","0.0000","60.0885","-100.3819","0.0000","26.0054","47.8560","0.1940","10000.0000","45.39174174","-75.69653806"
"3.000","0.2532","11","0.0000","0.0000","69.1487","-55.2225","0.0000","26.0123","47.7560","0.1734","10000.0000","45.39174171","-75.69653812"
"3.050","0.2332","11","0.0000","0.0000","71.4183","81.1211","0.0000","26.0157","47.6560","0.1584","10000.0000","45.39174168","-75.69653813"
"3.100","0.2193","11","0.0000","0.0000","71.4977","149.5808","0.0000","26.0141","47.5560","0.1522","10000.0000","45.39174167","-75.69653816"
"3.150","0.2133","11","0.0000","0.0000","68.7895","131.6427","0.0000","26.0063","47.4560","0.1572","10000.0000","45.39174168","-75.69653821"
"3.200","0.2235","11","0.0000","0.0000","59.5099","117.0350","0.0000","26.0030","47.3780","0.1732","10000.0000","45.39174167","-75.69653827"
"3.250","0.2545","11","0.0000","0.0000","41.8668","106.6659","0.0000","26.0056","47.3280","0.2032","10000.0000","45.39174165","-75.69653835"
"3.300","0.3023","11","0.0000","0.0000","29.5201","98.2668","0.0000","26.0158","47.2560","0.2222","10000.0000","45.39174164","-75.69653844"
"3.350","0.3716","11","0.0000","0.0000","23.9145","92.3749","0.0000","26.0358","47.1560","0.2272","10000.0000","45.39174165","-75.69653855"
"3.400","0.3800","11","0.0000","0.0000","27.7761","62.4325","0.0000","26.0650","47.0560","0.2234","10000.0000","45.39174169","-75.69653879"
"3.450","0.3106","11","0.0000","0.0000","43.6869","1.8804","0.0000","26.1060","46.9560","0.2084","10000.0000","45.39174176","-75.69653919"
"3.500","0.2546","11","0.0000","0.0000","57.5533","5.0700","0.0000","26.1285","46.8780","0.1890","10000.0000","45.39174178","-75.69653945"
"3.550","0.2157","11","0.0000","0.0000","68.8176","89.3855","0.0000","26.1275","46.8280","0.1640","10000.0000","45.39174172","-75.69653953"
"3.600","0.2131","11","0.0000","0.0000","67.2514","138.7085","0.0000","26.1315","46.7560","0.1610","10000.0000","45.39174168","-75.69653959"
"3.650","0.2567","11","0.0000","0.0000","49.3553","143.4955","0.0000","26.1419","46.6560","0.1860","10000.0000","45.39174165","-75.69653962"
"3.700","0.2620","11","0.0000","0.0000","43.8923","143.5974","0.0000","26.1530","46.5560","0.1912","10000.0000","45.39174161","-75.69653971"
"3.750","0.2183","11","0.0000","0.0000","54.2532","137.7365","0.0000","26.1650","46.4560","0.1712","10000.0000","45.39174157","-75.69653988"
"3.800","0.2320","11","0.0000","0.0000","52.2542","91.0620","0.0000","26.1733","46.3560","0.1776","10000.0000","45.39174155","-75.69654009"
"3.850","0.3186","11","0.0000","0.0000","34.5244","-7.5570","0.0000","26.1768","46.2560","0.2176","10000.0000","45.39174159","-75.69654036"
"3.900","0.3644","11","0.0000","0.0000","26.9853","-55.3274","0.0000","26.1914","46.1780","0.2356","10000.0000","45.39174163","-75.69654061"
"3.950","0.3581","11","0.0000","0.0000","32.4163","-38.3813","0.0000","26.2202","46.1280","0.2256","10000.0000","45.39174169","-75.69654086"
"4.000","0.3342","11","0.0000","0.0000","45.2321","-22.7249","0.0000","26.2478","46.0560","0.2046","10000.0000","45.39174170","-75.69654109"
"4.050","0.2880","11","0.0000","0.0000","67.4465","-8.7101","0.0000","26.2737","45.9560","0.1696","10000.0000","45.39174165","-75.69654129"
"4.100","0.2637","11","0.0000","0.0000","76.0934","-13.5026","0.0000","26.2902","45.8560","0.1566","10000.0000","45.39174164","-75.69654150"
"4.150","0.2674","11","0.0000","0.0000","67.4726","-42.2316","0.0000","26.2945","45.7560","0.1716","10000.0000","45.39174166","-75.69654170"
"4.200","0.2869","11","0.0000","0.0000","59.5064","-52.5032","0.0000","26.3085","45.6780","0.1866","10000.0000","45.39174169","-75.69654189"
"4.250","0.3267","11","0.0000","0.0000","52.3734","-39.2836","0.0000","26.3346","45.6280","0.2016","10000.0000","45.39174170","-75.69654208"
"4.300","0.3727","11","0.0000","0.0000","46.5292","-33.7646","0.0000","26.3634","45.5560","0.2100","10000.0000","45.39174173","-75.69654230"
"4.350","0.4266","11","0.0000","0.0000","42.3253","-38.0465","0.0000","26.3956","45.4560","0.2100","10000.0000","45.39174175","-75.69654256"
"4.400","0.4359","11","0.0000","0.0000","44.5780","-39.6409","0.0000","26.4190","45.3780","0.2056","10000.0000","45.39174178","-75.69654278"
"4.450","0.3884","11","0.0000","0.0000","55.0481","-37.8150","0.0000","26.4312","45.3280","0.1956","10000.0000","45.39174179","-75.69654294"
"4.500","0.3517","11","0.0000","0.0000","63.3095","-2.4997","0.0000","26.4440","45.2560","0.1812","10000.0000","45.39174177","-75.69654304"
"4.550","0.3287","11","0.0000","0.0000","68.7596","75.4384","0.0000","26.4578","45.1560","0.1612","10000.0000","45.39174171","-75.69654309"
"4.600","0.3103","11","0.0000","0.0000","67.8335","107.3637","0.0000","26.4651","45.0780","0.1522","10000.0000","45.39174168","-75.69654314"
"4.650","0.2974","11","0.0000","0.0000","58.7921","80.7272","0.0000","26.4643","45.0280","0.1572","10000.0000","45.39174169","-75.69654321"
"4.700","0.2945","11","0.0000","0.0000","52.0649","27.1752","0.0000","26.4676","44.9560","0.1644","10000.0000","45.39174169","-75.69654331"
"4.750","0.3042","11","0.0000","0.0000","48.2830","-60.6330","0.0000","26.4762","44.8560","0.1744","10000.0000","45.39174167","-75.69654346"
"4.800","0.2964","11","0.0000","0.0000","50.2426","-63.0412","0.0000","26.4906","44.7780","0.1734","10000.0000","45.39174166","-75.69654355"
"4.850","0.2663","11","0.0000","0.0000","59.5098","43.2414","0.0000","26.5124","44.7280","0.1584","10000.0000","45.39174166","-75.69654353"
"4.900","0.2543","11","0.0000","0.0000","64.1962","85.5187","0.0000","26.5269","44.6780","0.1544","10000.0000","45.39174166","-75.69654358"
"4.950","0.2655","11","0.0000","0.0000","63.0527","46.3345","0.0000","26.5321","44.6280","0.1644","10000.0000","45.39174168","-75.69654372"
"5.000","0.2702","11","0.0000","0.0000","61.2469","14.2925","0.0000","26.5419","44.5780","0.1744","10000.0000","45.39174171","-75.69654387"
"5.050","0.2666","11","0.0000","0.0000","58.5981","-8.6594","0.0000","26.5577","44.5280","0.1844","10000.0000","45.39174176","-75.69654403"
"5.100","0.2645","11","0.0000","0.0000","56.6240","-11.5922","0.0000","26.5677","44.4560","0.1878","10000.0000","45.39174180","-75.69654414"
"5.150","0.2645","11","0.0000","0.0000","55.5085","10.9539","0.0000","26.5704","44.3560","0.1828","10000.0000","45.39174184","-75.69654420"
"5.200","0.2687","11","0.0000","0.0000","55.5706","9.6020","0.0000","26.5804","44.2780","0.1822","10000.0000","45.39174190","-75.69654430"
"5.250","0.2782","11","0.0000","0.0000","57.1315","-22.1654","0.0000","26.5997","44.2280","0.1872","10000.0000","45.39174198","-75.69654446"
"5.300","0.2958","11","0.0000","0.0000","55.8685","-41.5837","0.0000","26.6124","44.1780","0.1922","10000.0000","45.39174203","-75.69654464"
"5.350","0.3239","11","0.0000","0.0000","51.0116","-45.2849","0.0000","26.6168","44.1280","0.1972","10000.0000","45.39174206","-75.69654484"
"5.400","0.3076","11","0.0000","0.0000","52.1934","-39.8102","0.0000","26.6127","44.0780","0.1934","10000.0000","45.39174207","-75.69654496"
"5.450","0.2347","11","0.0000","0.0000","61.0606","-22.6570","0.0000","26.5979","44.0280","0.1784","10000.0000","45.39174208","-75.69654499"
"5.500","0.1939","11","0.0000","0.0000","68.0282","19.8726","0.0000","26.5954","43.9780","0.1656","10000.0000","45.39174209","-75.69654505"
"5.550","0.1939","11","0.0000","0.0000","72.5778","94.6992","0.0000","26.6084","43.9280","0.1556","10000.0000","45.39174210","-75.69654514"
"5.600","0.2242","11","0.0000","0.0000","65.8989","107.3575","0.0000","26.6151","43.8560","0.1654","10000.0000","45.39174214","-75.69654524"
"5.650","0.2933","11","0.0000","0.0000","44.9289","40.8922","0.0000","26.6135","43.7560","0.2004","10000.0000","45.39174221","-75.69654535"
"5.700","0.3051","11","0.0000","0.0000","40.6849","29.6153","0.0000","26.6168","43.6780","0.2046","10000.0000","45.39174225","-75.69654545"
"5.750","0.2441","11","0.0000","0.0000","57.7285","88.5782","0.0000","26.6263","43.6280","0.1696","10000.0000","45.39174223","-75.69654555"
"5.800","0.2261","11","0.0000","0.0000","58.6962","125.3540","0.0000","26.6296","43.5780","0.1632","10000.0000","45.39174218","-75.69654563"
"5.850","0.2629","11","0.0000","0.0000","39.2036","133.8917","0.0000","26.6250","43.5280","0.1932","10000.0000","45.39174209","-75.69654571"
"5.900","0.2718","11","0.0000","0.0000","31.2228","120.0626","0.0000","26.6279","43.4780","0.2078","10000.0000","45.39174208","-75.69654582"
"5.950","0.2453","11","0.0000","0.0000","37.8934","77.7666","0.0000","26.6402","43.4280","0.2028","10000.0000","45.39174216","-75.69654596"
"6.000","0.2152","11","0.0000","0.0000","47.9222","37.9876","0.0000","26.6494","43.3780","0.1934","10000.0000","45.39174221","-75.69654610"
"6.050","0.1805","11","0.0000","0.0000","62.2253","1.4120","0.0000","26.6546","43.3280","0.1784","10000.0000","45.39174222","-75.69654623"
"6.100","0.1909","11","0.0000","0.0000","61.7597","-13.9863","0.0000","26.6614","43.2780","0.1810","10000.0000","45.39174225","-75.69654637"
"6.150","0.2588","11","0.0000","0.0000","42.4973","-2.4316","0.0000","26.6702","43.2280","0.2060","10000.0000","45.39174230","-75.69654651"
"6.200","0.2939","11","0.0000","0.0000","30.9575","33.6584","0.0000","26.6731","43.1780","0.2178","10000.0000","45.39174229","-75.69654663"
"6.250","0.2872","11","0.0000","0.0000","29.2461","100.9753","0.0000","26.6685","43.1280","0.2128","10000.0000","45.39174220","-75.69654670"
"6.300","0.2979","11","0.0000","0.0000","24.9219","135.0848","0.0000","26.6629","43.0780","0.2122","10000.0000","45.39174216","-75.69654674"
"6.350","0.3307","11","0.0000","0.0000","17.2723","126.9302","0.0000","26.6560","43.0280","0.2172","10000.0000","45.39174216","-75.69654672"
"6.400","0.3553","11","0.0000","0.0000","13.3606","94.5699","0.0000","26.6587","42.9780","0.2222","10000.0000","45.39174221","-75.69654680"
"6.450","0.3696","11","0.0000","0.0000","14.2064","31.4023","0.0000","26.6737","42.9280","0.2272","10000.0000","45.39174233","-75.69654701"
"6.500","0.3407","11","0.0000","0.0000","18.2707","13.5748","0.0000","26.6817","42.8780","0.2234","10000.0000","45.39174237","-75.69654715"
"6.550","0.2569","11","0.0000","0.0000","26.4312","53.4531","0.0000","26.6807","42.8280","0.2084","10000.0000","45.39174231","-75.69654723"
"6.600","0.2049","11","0.0000","0.0000","32.0961","62.8104","0.0000","26.6786","42.7780","0.2044","10000.0000","45.39174233","-75.69654738"
"6.650","0.1935","11","0.0000","0.0000","34.5848","33.3230","0.0000","26.6753","42.7280","0.2144","10000.0000","45.39174242","-75.69654761"
"6.700","0.1921","11","0.0000","0.0000","34.8834","29.7845","0.0000","26.6716","42.6780","0.2178","10000.0000","45.39174249","-75.69654776"
"6.750","0.2035","11","0.0000","0.0000","32.3948","59.2719","0.0000","26.6673","42.6280","0.2128","10000.0000","45.39174253","-75.69654780"
"6.800","0.2235","11","0.0000","0.0000","26.3239","76.2619","0.0000","26.6584","42.5780","0.2122","10000.0000","45.39174255","-75.69654784"
"6.850","0.2545","11","0.0000","0.0000","15.6937","77.3461","0.0000","26.6436","42.5280","0.2172","10000.0000","45.39174256","-75.69654787"
"6.900","0.2447","11","0.0000","0.0000","9.3873","73.2195","0.0000","26.6343","42.4780","0.2222","10000.0000","45.39174260","-75.69654796"
"6.950","0.1830","11","0.0000","0.0000","8.5839","62.4613","0.0000","26.6318","42.4280","0.2272","10000.0000","45.39174269","-75.69654813"
"7.000","0.2000","11","0.0000","0.0000","7.6719","61.7663","0.0000","26.6286","42.3780","0.2300","10000.0000","45.39174275","-75.69654825"
"7.050","0.3171","11","0.0000","0.0000","6.6218","73.8791","0.0000","26.6243","42.3280","0.2300","10000.0000","45.39174279","-75.69654830"
"7.100","0.3860","11","0.0000","0.0000","5.8568","77.1827","0.0000","26.6258","42.2780","0.2300","10000.0000","45.39174286","-75.69654838"
"7.150","0.3934","11","0.0000","0.0000","5.4547","69.2745","0.0000","26.6348","42.2280","0.2300","10000.0000","45.39174297","-75.69654850"
"7.200","0.3886","11","0.0000","0.0000","4.2336","64.9282","0.0000","26.6375","42.1780","0.2300","10000.0000","45.39174303","-75.69654862"
"7.250","0.3679","11","0.0000","0.0000","1.9699","65.1151","0.0000","26.6322","42.1280","0.2300","10000.0000","45.39174301","-75.69654875"
"7.300","0.3576","11","0.0000","0.0000","0.5217","63.0438","0.0000","26.6304","42.0560","0.2300","10000.0000","45.39174302","-75.69654884"
"7.350","0.3603","11","0.0000","0.0000","0.1115","58.0986","0.0000","26.6331","41.9560","0.2300","10000.0000","45.39174306","-75.69654891"
"7.400","0.2822","11","0.0000","0.0000","-0.0922","43.1568","0.0000","26.6346","41.8780","0.2300","10000.0000","45.39174308","-75.69654894"
"7.450","0.1013","11","0.0000","0.0000","-0.0331","15.4922","0.0000","26.6346","41.8280","0.2300","10000.0000","45.39174308","-75.69654894"
"7.500","0.0000","11","0.0000","0.0000","0.0000","0.0000","0.0000","26.6346","41.7780","0.2322","10000.0000","45.39174308","-75.69654894"
"7.550","0.0000","11","0.0000","0.0000","0.0000","0.0000","0.0000","26.6346","41.7280","0.2372","10000.0000","45.39174308","-75.69654894"
"7.600","0.0000","11","0.0000","0.0000","0.0000","0.0000","0.0000","26.6346","41.6780","0.2378","10000.0000","45.39174308","-75.69654894"
"7.650","0.0000","11","0.0000","0.0000","0.0000","0.0000","0.0000","26.6346","41.6280","0.2328","10000.0000","45.39174308","-75.69654894"
"7.700","0.0000","11","0.0000","0.0000","0.0000","0.0000","0.0000","26.6346","41.5780","0.2322","10000.0000","45.39174308","-75.69654894"
"7.750","0.0000","11","0.0000","0.0000","0.0000","0.0000","0.0000","26.6346","41.5280","0.2372","10000.0000","45.39174308","-75.69654894"
"7.800","0.0455","11","0.0000","0.0000","-3.6301","7.7393","0.0000","26.6238","43.2820","0.2400","10000.0000","45.39174310","-75.69654926"
"7.850","0.1489","11","0.0000","0.0000","-11.8803","25.3285","0.0000","26.5993","47.3320","0.2400","10000.0000","45.39174313","-75.69654999"
"7.900","0.1807","11","0.0000","0.0000","-18.4284","49.3209","0.0000","26.5821","49.4020","0.2378","10000.0000","45.39174315","-75.69655065"
"7.950","0.1214","11","0.0000","0.0000","-22.8102","81.4627","0.0000","26.5741","48.9520","0.2328","10000.0000","45.39174316","-75.69655122"
"8.000","0.0865","11","0.0000","0.0000","-29.2391","73.8458","0.0000","26.5647","48.5020","0.2168","10000.0000","45.39174321","-75.69655178"
"8.050","0.0826","11","0.0000","0.0000","-38.2736","15.6266","0.0000","26.5535","48.0520","0.1868","10000.0000","45.39174331","-75.69655232"
"8.100","0.0878","11","0.0000","0.0000","-38.8458","-33.7975","0.0000","26.5442","47.6460","0.1788","10000.0000","45.39174340","-75.69655284"
"8.150","0.1045","11","0.0000","0.0000","-28.6481","-72.0280","0.0000","26.5373","47.2960","0.1988","10000.0000","45.39174346","-75.69655333"
"8.200","0.1215","11","0.0000","0.0000","-17.9324","-92.6391","0.0000","26.5311","46.9680","0.2144","10000.0000","45.39174354","-75.69655388"
"8.250","0.1387","11","0.0000","0.0000","-6.5576","-90.8254","0.0000","26.5260","46.6680","0.2244","10000.0000","45.39174365","-75.69655450"
"8.300","0.1584","11","0.0000","0.0000","2.1276","-76.0123","0.0000","26.5187","46.3680","0.2344","10000.0000","45.39174378","-75.69655505"
"8.350","0.1811","11","0.0000","0.0000","7.3896","-44.6545","0.0000","26.5085","46.0680","0.2444","10000.0000","45.39174394","-75.69655552"
"8.400","0.2545","11","0.0000","0.0000","8.1551","-23.9296","0.0000","26.4991","45.7900","0.2500","10000.0000","45.39174409","-75.69655592"
"8.450","0.3922","11","0.0000","0.0000","3.1978","-16.7374","0.0000","26.4906","45.5400","0.2500","10000.0000","45.39174423","-75.69655626"
"8.500","0.5008","11","0.0000","0.0000","1.0936","-14.0968","0.0000","26.4822","45.3120","0.2500","10000.0000","45.39174437","-75.69655660"
"8.550","0.5721","11","0.0000","0.0000","2.6209","-17.2491","0.0000","26.4737","45.1120","0.2500","10000.0000","45.39174451","-75.69655694"
"8.600","0.6491","11","0.0000","0.0000","2.6751","-16.7716","0.0000","26.4606","44.8900","0.2500","10000.0000","45.39174464","-75.69655728"
"8.650","0.7333","11","0.0000","0.0000","0.8546","-11.6746","0.0000","26.4417","44.6400","0.2500","10000.0000","45.39174475","-75.69655760"
"8.700","0.8324","11","0.0012","0.0164","-0.0088","-7.3800","0.0000","26.4300","44.4120","0.2500","10000.0000","45.39174485","-75.69655786"
"8.750","0.9503","11","0.0039","0.0537","0.3459","-4.1066","0.0000","26.4275","44.2120","0.2500","10000.0000","45.39174494","-75.69655803"
"8.800","1.0942","11","0.0046","0.0760","0.6924","-3.6680","0.0000","26.4179","43.9680","0.2478","10000.0000","45.39174512","-75.69655871"
"8.850","1.2712","11","0.0029","0.0792","1.0286","-6.8371","0.0000","26.3991","43.6680","0.2428","10000.0000","45.39174542","-75.69656004"
"8.900","1.4579","10","0.0039","0.0822","0.7782","-7.0484","0.0000","26.3739","43.3900","0.2378","10000.0000","45.39174575","-75.69656126"
"8.950","1.6567","10","0.0085","0.0850","-0.2188","-3.4951","0.0000","26.3406","43.1400","0.2328","10000.0000","45.39174611","-75.69656234"
"9.000","1.8229","10","0.0123","0.0865","-0.5736","-3.1042","0.0000","26.3207","42.8900","0.2300","10000.0000","45.39174650","-75.69656347"
"9.050","1.9477","10","0.0153","0.0863","-0.1111","-6.7381","0.0000","26.3179","42.6400","0.2300","10000.0000","45.39174691","-75.69656468"
"9.100","2.0554","10","0.0180","0.0821","0.5016","-6.5509","0.0000","26.3141","42.3680","0.2300","10000.0000","45.39174741","-75.69656618"
"9.150","2.1412","10","0.0203","0.0728","1.3056","-1.5005","0.0000","26.3090","42.0680","0.2300","10000.0000","45.39174804","-75.69656805"
"9.200","2.2299","10","0.0245","0.0653","1.6163","2.2839","0.0000","26.3020","41.7900","0.2300","10000.0000","45.39174862","-75.69656961"
