"2.300","0.1527","11","0.0000","0.0000","30.1322","-13.2519","0.0000","30.1843","22.0000","0.1900","10000.0000","45.39136413","-75.69632021"
"2.350","0.1484","11","0.0000","0.0000","33.3106","-80.7733","0.0000","30.1877","22.0000","0.1800","10000.0000","45.39136410","-75.69632023"
"2.400","0.1282","11","0.0000","0.0000","34.5842","-72.3790","0.0000","30.1807","22.0000","0.1750","10000.0000","45.39136410","-75.69632021"
"2.450","0.1080","11","0.0000","0.0000","35.8578","-63.9847","0.0000","30.1738","22.0000","0.1700","10000.0000","45.39136409","-75.69632019"
"2.500","0.1109","11","0.0000","0.0000","36.0324","-100.9496","0.0000","30.1711","21.9500","0.1800","10000.0000","45.39136406","-75.69632013"
"2.550","0.1138","11","0.0000","0.0000","36.2070","-137.9145","0.0000","30.1684","21.9000","0.1900","10000.0000","45.39136402","-75.69632007"
"2.600","0.1138","11","0.0000","0.0000","30.5347","-151.4719","0.0000","30.1691","21.9000","0.1900","10000.0000","45.39136395","-75.69632002"
"2.650","0.1138","11","0.0000","0.0000","24.8624","-165.0293","0.0000","30.1698","21.9000","0.1900","10000.0000","45.39136387","-75.69631998"
"2.700","0.1374","11","0.0000","0.0000","22.1396","-79.1508","0.0000","30.1751","21.9000","0.1850","10000.0000","45.39136389","-75.69631985"
"2.750","0.1610","11","0.0000","0.0000","19.4167","6.7278","0.0000","30.1804","21.9000","0.1800","10000.0000","45.39136391","-75.69631973"
"2.800","0.1374","11","0.0000","0.0000","20.8686","60.6612","0.0000","30.1673","21.9000","0.1800","10000.0000","45.39136390","-75.69631964"
"2.850","0.1138","11","0.0000","0.0000","22.3206","114.5947","0.0000","30.1543","21.9000","0.1800","10000.0000","45.39136389","-75.69631954"
"2.900","0.1394","11","0.0000","0.0000","19.4864","54.1926","0.0000","30.1621","21.9000","0.1800","10000.0000","45.39136388","-75.69631950"
"2.950","0.1650","11","0.0000","0.0000","16.6523","-6.2094","0.0000","30.1699","21.9000","0.1800","10000.0000","45.39136387","-75.69631945"
"3.000","0.1589","11","0.0000","0.0000","23.0548","47.2868","0.0000","30.1681","21.8500","0.1750","10000.0000","45.39136383","-75.69631933"
"3.050","0.1527","11","0.0000","0.0000","29.4572","100.7830","0.0000","30.1663","21.8000","0.1700","10000.0000","45.39136378","-75.69631920"
"3.100","0.1958","11","0.0000","0.0000","22.3494","10.2498","0.0000","30.1663","21.8000","0.1750","10000.0000","45.39136378","-75.69631920"
"3.150","0.2388","11","0.0000","0.0000","15.2416","-80.2834","0.0000","30.1663","21.8000","0.1800","10000.0000","45.39136378","-75.69631920"
"3.200","0.1843","11","0.0000","0.0000","23.3483","24.0214","0.0000","30.1645","21.8000","0.1700","10000.0000","45.39136373","-75.69631908"
"3.250","0.1298","11","0.0000","0.0000","31.4551","128.3262","0.0000","30.1626","21.8000","0.1600","10000.0000","45.39136368","-75.69631896"
"3.300","0.1493","11","0.0000","0.0000","23.7430","88.6522","0.0000","30.1601","21.8000","0.1750","10000.0000","45.39136371","-75.69631888"
"3.350","0.1689","11","0.0000","0.0000","16.0309","48.9783","0.0000","30.1576","21.8000","0.1900","10000.0000","45.39136373","-75.69631880"
"3.400","0.1894","11","0.0000","0.0000","15.5611","28.2717","0.0000","30.1516","21.8000","0.1850","10000.0000","45.39136378","-75.69631871"
"3.450","0.2099","11","0.0000","0.0000","15.0912","7.5651","0.0000","30.1457","21.8000","0.1800","10000.0000","45.39136384","-75.69631861"
"3.500","0.2035","11","0.0000","0.0000","19.1138","-84.7020","0.0000","30.1498","21.7500","0.1850","10000.0000","45.39136374","-75.69631858"
"3.550","0.1972","11","0.0000","0.0000","23.1363","-176.9691","0.0000","30.1539","21.7000","0.1900","10000.0000","45.39136364","-75.69631855"
"3.600","0.1750","11","0.0000","0.0000","22.0721","-144.9401","0.0000","30.1512","21.7000","0.1950","10000.0000","45.39136360","-75.69631849"
"3.650","0.1527","11","0.0000","0.0000","21.0078","-112.9111","0.0000","30.1485","21.7000","0.2000","10000.0000","45.39136356","-75.69631843"
"3.700","0.2024","11","0.0000","0.0000","20.0698","31.5692","0.0000","30.1494","21.7000","0.1950","10000.0000","45.39136355","-75.69631837"
"3.750","0.2520","11","0.0000","0.0000","19.1317","176.0495","0.0000","30.1503","21.7000","0.1900","10000.0000","45.39136354","-75.69631831"
"3.800","0.1800","11","0.0000","0.0000","32.2615","88.0247","0.0000","30.1442","21.7000","0.1700","10000.0000","45.39136353","-75.69631823"
"3.850","0.1080","11","0.0000","0.0000","45.3913","0.0000","0.0000","30.1381","21.7000","0.1500","10000.0000","45.39136352","-75.69631815"
"3.900","0.0981","11","0.0000","0.0000","48.7071","-26.8918","0.0000","30.1390","21.7000","0.1450","10000.0000","45.39136352","-75.69631809"
"3.950","0.0882","11","0.0000","0.0000","52.0230","-53.7835","0.0000","30.1398","21.7000","0.1400","10000.0000","45.39136351","-75.69631803"
"4.000","0.1114","11","0.0000","0.0000","46.0244","-82.2711","0.0000","30.1398","21.7000","0.1600","10000.0000","45.39136351","-75.69631803"
"4.050","0.1347","11","0.0000","0.0000","40.0259","-110.7586","0.0000","30.1398","21.7000","0.1800","10000.0000","45.39136351","-75.69631803"
"4.100","0.1393","11","0.0000","0.0000","41.4539","-135.5271","0.0000","30.1371","21.6500","0.1800","10000.0000","45.39136347","-75.69631797"
"4.150","0.1440","11","0.0000","0.0000","42.8820","-160.2956","0.0000","30.1344","21.6000","0.1800","10000.0000","45.39136343","-75.69631790"
"4.200","0.1993","11","0.0000","0.0000","32.6301","-104.0557","0.0000","30.1346","21.6000","0.1750","10000.0000","45.39136349","-75.69631789"
"4.250","0.2546","11","0.0000","0.0000","22.3782","-47.8158","0.0000","30.1348","21.6000","0.1700","10000.0000","45.39136355","-75.69631787"
"4.300","0.1714","11","0.0000","0.0000","36.6110","-78.3686","0.0000","30.1287","21.6000","0.1650","10000.0000","45.39136355","-75.69631779"
"4.350","0.0882","11","0.0000","0.0000","50.8437","-108.9215","0.0000","30.1226","21.6000","0.1600","10000.0000","45.39136354","-75.69631772"
"4.400","0.1183","12","0.0000","0.0000","40.0103","-136.4942","0.0000","30.1268","21.6000","0.1750","10000.0000","45.39136350","-75.69631767"
"4.450","0.1484","12","0.0000","0.0000","29.1768","-164.0668","0.0000","30.1311","21.6000","0.1900","10000.0000","45.39136346","-75.69631762"
"4.500","0.2053","12","0.0000","0.0000","24.5768","-113.2116","0.0000","30.1302","21.6000","0.1850","10000.0000","45.39136347","-75.69631769"
"4.550","0.2621","12","0.0000","0.0000","19.9767","-62.3564","0.0000","30.1294","21.6000","0.1800","10000.0000","45.39136347","-75.69631775"
"4.600","0.1565","12","0.0000","0.0000","29.3694","-0.4339","0.0000","30.1129","21.6000","0.1750","10000.0000","45.39136350","-75.69631764"
"4.650","0.0509","12","0.0000","0.0000","38.7621","61.4887","0.0000","30.0965","21.6000","0.1700","10000.0000","45.39136352","-75.69631753"
"4.700","0.0824","12","0.0000","0.0000","31.8123","-51.7703","0.0000","30.1050","21.6000","0.1800","10000.0000","45.39136344","-75.69631744"
"4.750","0.1138","12","0.0000","0.0000","24.8624","-165.0293","0.0000","30.1135","21.6000","0.1900","10000.0000","45.39136336","-75.69631735"
"4.800","0.1487","12","0.0000","0.0000","27.3083","-5.3578","0.0000","30.1256","21.6000","0.1800","10000.0000","45.39136332","-75.69631725"
"4.850","0.1836","12","0.0000","0.0000","29.7543","154.3138","0.0000","30.1377","21.6000","0.1700","10000.0000","45.39136327","-75.69631716"
"4.900","0.3055","12","0.0000","0.0000","22.4181","6.9807","0.0000","30.1367","21.6000","0.1900","10000.0000","45.39136322","-75.69631724"
"4.950","0.4275","12","0.0000","0.0000","15.0820","-140.3524","0.0000","30.1357","21.6000","0.2100","10000.0000","45.39136316","-75.69631732"
"5.000","0.2786","12","0.0000","0.0000","21.5569","-131.5093","0.0000","30.1262","21.5500","0.2050","10000.0000","45.39136318","-75.69631722"
"5.050","0.1298","12","0.0000","0.0000","28.0317","-122.6662","0.0000","30.1167","21.5000","0.2000","10000.0000","45.39136321","-75.69631713"
"5.100","0.1218","12","0.0000","0.0000","33.1930","-72.8338","0.0000","30.1142","21.5000","0.1850","10000.0000","45.39136323","-75.69631705"
"5.150","0.1138","12","0.0000","0.0000","38.3542","-23.0014","0.0000","30.1116","21.5000","0.1700","10000.0000","45.39136325","-75.69631697"
"5.200","0.1555","12","0.0000","0.0000","28.7983","-88.8853","0.0000","30.1045","21.5000","0.1900","10000.0000","45.39136319","-75.69631697"
"5.250","0.1972","12","0.0000","0.0000","19.2425","-154.7693","0.0000","30.0974","21.5000","0.2100","10000.0000","45.39136313","-75.69631697"
"5.300","0.2616","12","0.0000","0.0000","18.5859","-150.1203","0.0000","30.1051","21.5000","0.2100","10000.0000","45.39136306","-75.69631694"
"5.350","0.3260","12","0.0000","0.0000","17.9294","-145.4713","0.0000","30.1127","21.5000","0.2100","10000.0000","45.39136299","-75.69631691"
"5.400","0.2890","13","0.0000","0.0000","19.0962","-116.0320","0.0000","30.1093","21.5000","0.2000","10000.0000","45.39136302","-75.69631690"
"5.450","0.2520","13","0.0000","0.0000","20.2629","-86.5926","0.0000","30.1059","21.5000","0.1900","10000.0000","45.39136305","-75.69631688"
"5.500","0.1829","13","0.0000","0.0000","32.3625","43.8071","0.0000","30.0998","21.5000","0.1800","10000.0000","45.39136304","-75.69631680"
"5.550","0.1138","13","0.0000","0.0000","44.4620","174.2068","0.0000","30.0937","21.5000","0.1700","10000.0000","45.39136303","-75.69631673"
"5.600","0.1311","13","0.0000","0.0000","32.1995","132.1129","0.0000","30.0876","21.5000","0.1800","10000.0000","45.39136302","-75.69631665"
"5.650","0.1484","13","0.0000","0.0000","19.9370","90.0191","0.0000","30.0815","21.5000","0.1900","10000.0000","45.39136301","-75.69631657"
"5.700","0.1183","13","0.0000","0.0000","43.2207","120.4616","0.0000","30.0928","21.5000","0.1650","10000.0000","45.39136298","-75.69631654"
"5.750","0.0882","13","0.0000","0.0000","66.5043","150.9041","0.0000","30.1040","21.5000","0.1400","10000.0000","45.39136294","-75.69631651"
"5.800","0.1183","13","0.0000","0.0000","49.1072","77.4716","0.0000","30.1084","21.5000","0.1550","10000.0000","45.39136296","-75.69631645"
"5.850","0.1484","13","0.0000","0.0000","31.7100","4.0390","0.0000","30.1129","21.5000","0.1700","10000.0000","45.39136298","-75.69631639"
"5.900","0.1822","13","0.0000","0.0000","38.5507","2.0195","0.0000","30.1346","21.5000","0.1600","10000.0000","45.39136298","-75.69631637"
"5.950","0.2160","13","0.0000","0.0000","45.3913","0.0000","0.0000","30.1564","21.5000","0.1500","10000.0000","45.39136297","-75.69631636"
"6.000","0.2049","13","0.0000","0.0000","45.9483","15.7621","0.0000","30.1538","21.5000","0.1600","10000.0000","45.39136300","-75.69631628"
"6.050","0.1939","13","0.0000","0.0000","46.5053","31.5242","0.0000","30.1513","21.5000","0.1700","10000.0000","45.39136302","-75.69631620"
"6.100","0.0969","13","0.0000","0.0000","23.2526","15.7621","0.0000","30.1513","21.5000","0.1600","10000.0000","45.39136302","-75.69631620"
"6.150","0.0000","13","0.0000","0.0000","0.0000","0.0000","0.0000","30.1513","21.5000","0.1500","10000.0000","45.39136302","-75.69631620"
"6.200","0.0000","13","0.0000","0.0000","0.0000","0.0000","0.0000","30.1513","21.5000","0.1500","10000.0000","45.39136302","-75.69631620"
"6.250","0.0000","13","0.0000","0.0000","0.0000","0.0000","0.0000","30.1513","21.5000","0.1500","10000.0000","45.39136302","-75.69631620"
"6.300","0.0900","13","0.0000","0.0000","38.9564","-22.5328","0.0000","30.1489","23.8500","0.1350","10000.0000","45.39136310","-75.69631611"
"6.350","0.1800","13","0.0000","0.0000","77.9128","-45.0655","0.0000","30.1465","26.2000","0.1200","10000.0000","45.39136319","-75.69631602"
"6.400","0.1918","15","0.0000","0.0000","78.9194","-66.0949","0.0000","30.1440","26.1500","0.1250","10000.0000","45.39136321","-75.69631594"
"6.450","0.2036","15","0.0000","0.0000","79.9260","-87.1243","0.0000","30.1415","26.1000","0.1300","10000.0000","45.39136324","-75.69631586"
"6.500","0.2128","15","0.0000","0.0000","76.3079","35.1747","0.0000","30.1391","26.0500","0.1300","10000.0000","45.39136332","-75.69631577"
"6.550","0.2219","15","0.0000","0.0000","72.6898","157.4737","0.0000","30.1367","26.0000","0.1300","10000.0000","45.39136341","-75.69631567"
"6.600","0.2317","15","0.0000","0.0000","58.0116","160.2489","0.0000","30.1333","25.9500","0.1450","10000.0000","45.39136344","-75.69631566"
"6.650","0.2415","15","0.0000","0.0000","43.3333","163.0241","0.0000","30.1299","25.9000","0.1600","10000.0000","45.39136347","-75.69631564"
"6.700","0.2480","15","0.0000","0.0000","45.0806","87.2890","0.0000","30.1268","25.8500","0.1600","10000.0000","45.39136363","-75.69631559"
"6.750","0.2546","15","0.0000","0.0000","46.8279","11.5540","0.0000","30.1237","25.8000","0.1600","10000.0000","45.39136378","-75.69631555"
"6.800","0.2546","15","0.0000","0.0000","45.0347","-42.7855","0.0000","30.1195","25.7500","0.1700","10000.0000","45.39136382","-75.69631559"
"6.850","0.2546","15","0.0000","0.0000","43.2414","-97.1250","0.0000","30.1152","25.7000","0.1800","10000.0000","45.39136386","-75.69631564"
"6.900","0.2057","15","0.0000","0.0000","64.8668","12.1006","0.0000","30.1084","25.6500","0.1500","10000.0000","45.39136392","-75.69631561"
"6.950","0.1569","15","0.0000","0.0000","86.4922","121.3263","0.0000","30.1016","25.6000","0.1200","10000.0000","45.39136398","-75.69631558"
"7.000","0.1666","15","0.0000","0.0000","77.4574","87.2962","0.0000","30.1009","25.6000","0.1250","10000.0000","45.39136406","-75.69631562"
"7.050","0.1764","15","0.0000","0.0000","68.4225","53.2660","0.0000","30.1002","25.6000","0.1300","10000.0000","45.39136413","-75.69631567"
"7.100","0.1782","15","0.0000","0.0000","72.3607","-35.0870","0.0000","30.0934","25.5500","0.1300","10000.0000","45.39136419","-75.69631564"
"7.150","0.1800","15","0.0000","0.0000","76.2988","-123.4400","0.0000","30.0866","25.5000","0.1300","10000.0000","45.39136425","-75.69631561"
"7.200","0.1685","15","0.0000","0.0000","81.3955","-1.0568","0.0000","30.0798","25.4500","0.1300","10000.0000","45.39136431","-75.69631557"
"7.250","0.1569","15","0.0000","0.0000","86.4922","121.3263","0.0000","30.0729","25.4000","0.1300","10000.0000","45.39136437","-75.69631554"
"7.300","0.1590","15","0.0000","0.0000","78.3634","51.1280","0.0000","30.0695","25.3500","0.1300","10000.0000","45.39136441","-75.69631553"
"7.350","0.1610","15","0.0000","0.0000","70.2346","-19.0703","0.0000","30.0661","25.3000","0.1300","10000.0000","45.39136444","-75.69631551"
"7.400","0.0805","15","0.0000","0.0000","35.1173","-9.5351","0.0000","30.0661","25.2500","0.1600","10000.0000","45.39136444","-75.69631551"
"7.450","0.0000","15","0.0000","0.0000","0.0000","0.0000","0.0000","30.0661","25.2000","0.1900","10000.0000","45.39136444","-75.69631551"
"7.500","0.0969","15","0.0000","0.0000","33.0129","-6.5256","0.0000","30.0595","27.9500","0.1600","10000.0000","45.39136456","-75.69631546"
"7.550","0.1939","15","0.0000","0.0000","66.0258","-13.0511","0.0000","30.0528","30.7000","0.1300","10000.0000","45.39136469","-75.69631542"
"7.600","0.1794","15","0.0000","0.0000","69.5091","3.8491","0.0000","30.0460","30.6500","0.1250","10000.0000","45.39136475","-75.69631538"
"7.650","0.1650","15","0.0000","0.0000","72.9924","20.7494","0.0000","30.0392","30.6000","0.1200","10000.0000","45.39136481","-75.69631535"
"7.700","0.1743","15","0.0000","0.0000","76.8194","-78.9599","0.0000","30.0394","30.5000","0.1250","10000.0000","45.39136487","-75.69631534"
"7.750","0.1836","15","0.0000","0.0000","80.6464","-178.6692","0.0000","30.0396","30.4000","0.1300","10000.0000","45.39136493","-75.69631532"
"7.800","0.2335","15","0.0000","0.0000","60.7729","-24.4808","0.0000","30.0336","30.3500","0.1500","10000.0000","45.39136499","-75.69631523"
"7.850","0.2835","15","0.0000","0.0000","40.8995","129.7075","0.0000","30.0277","30.3000","0.1700","10000.0000","45.39136504","-75.69631514"
"7.900","0.3115","15","0.0000","0.0000","41.1778","118.3221","0.0000","30.0331","30.2000","0.1700","10000.0000","45.39136512","-75.69631500"
"7.950","0.3396","15","0.0000","0.0000","41.4561","106.9368","0.0000","30.0386","30.1000","0.1700","10000.0000","45.39136520","-75.69631486"
"8.000","0.4045","15","0.0000","0.0000","36.1172","117.0395","0.0000","30.0405","30.0000","0.1750","10000.0000","45.39136525","-75.69631472"
"8.050","0.4694","15","0.0000","0.0000","30.7782","127.1422","0.0000","30.0424","29.9000","0.1800","10000.0000","45.39136529","-75.69631458"
"8.100","0.4156","15","0.0000","0.0000","38.2564","136.9880","0.0000","30.0477","29.8500","0.1700","10000.0000","45.39136531","-75.69631445"
"8.150","0.3618","15","0.0000","0.0000","45.7345","146.8338","0.0000","30.0530","29.8000","0.1600","10000.0000","45.39136533","-75.69631433"
"8.200","0.4114","15","0.0000","0.0000","42.7542","147.1911","0.0000","30.0584","29.7000","0.1700","10000.0000","45.39136540","-75.69631419"
"8.250","0.4610","15","0.0000","0.0000","39.7739","147.5485","0.0000","30.0639","29.6000","0.1800","10000.0000","45.39136548","-75.69631405"
"8.300","0.4480","15","0.0000","0.0000","41.3342","144.4503","0.0000","30.0658","29.5500","0.1800","10000.0000","45.39136553","-75.69631391"
"8.350","0.4350","15","0.0000","0.0000","42.8946","141.3521","0.0000","30.0676","29.5000","0.1800","10000.0000","45.39136558","-75.69631377"
"8.400","0.4282","15","0.0000","0.0000","46.4525","135.5970","0.0000","30.0731","29.4500","0.1750","10000.0000","45.39136565","-75.69631363"
"8.450","0.4214","15","0.0000","0.0000","50.0105","129.8419","0.0000","30.0785","29.4000","0.1700","10000.0000","45.39136573","-75.69631349"
"8.500","0.5065","15","0.0000","0.0000","43.4630","140.1484","0.0000","30.0917","29.3000","0.1750","10000.0000","45.39136574","-75.69631332"
"8.550","0.5915","15","0.0000","0.0000","36.9155","150.4550","0.0000","30.1048","29.2000","0.1800","10000.0000","45.39136575","-75.69631315"
"8.600","0.5270","15","0.0000","0.0000","41.8004","132.9241","0.0000","30.1077","29.1500","0.1750","10000.0000","45.39136585","-75.69631294"
"8.650","0.4624","15","0.0000","0.0000","46.6852","115.3932","0.0000","30.1106","29.1000","0.1700","10000.0000","45.39136595","-75.69631272"
"8.700","0.4267","15","0.0000","0.0000","58.4570","-2.1412","0.0000","30.1186","29.0000","0.1550","10000.0000","45.39136601","-75.69631266"
"8.750","0.3911","15","0.0000","0.0000","70.2288","-119.6756","0.0000","30.1266","28.9000","0.1400","10000.0000","45.39136606","-75.69631259"
"8.800","0.4330","15","0.0000","0.0000","60.1784","15.7953","0.0000","30.1399","28.8500","0.1500","10000.0000","45.39136613","-75.69631241"
"8.850","0.4749","15","0.0000","0.0000","50.1281","151.2661","0.0000","30.1532","28.8000","0.1600","10000.0000","45.39136620","-75.69631222"
"8.900","0.4608","15","0.0000","0.0000","50.5789","143.0825","0.0000","30.1595","28.7500","0.1600","10000.0000","45.39136628","-75.69631202"
"8.950","0.4467","15","0.0000","0.0000","51.0298","134.8989","0.0000","30.1658","28.7000","0.1600","10000.0000","45.39136635","-75.69631182"
"9.000","0.4409","15","0.0000","0.0000","54.2467","135.1720","0.0000","30.1748","28.6500","0.1550","10000.0000","45.39136646","-75.69631168"
"9.050","0.4350","15","0.0000","0.0000","57.4636","135.4450","0.0000","30.1838","28.6000","0.1500","10000.0000","45.39136657","-75.69631154"
"9.100","0.4097","15","0.0000","0.0000","67.6947","120.7368","0.0000","30.1962","28.5000","0.1400","10000.0000","45.39136664","-75.69631142"
"9.150","0.3844","15","0.0000","0.0000","77.9259","106.0286","0.0000","30.2087","28.4000","0.1300","10000.0000","45.39136672","-75.69631129"
"9.200","0.6674","15","0.0000","0.0000","52.6931","32.2948","0.0000","30.2293","28.3500","0.1550","10000.0000","45.39136698","-75.69631134"
"9.250","0.9504","15","0.0000","0.0000","27.4603","-41.4391","0.0000","30.2499","28.3000","0.1800","10000.0000","45.39136724","-75.69631139"
"9.300","1.3061","15","-0.0070","0.1214","20.1252","-41.4051","0.0000","30.2473","28.2500","0.1800","10000.0000","45.39136759","-75.69631155"
"9.350","1.6619","15","-0.0140","0.2427","12.7901","-41.3711","0.0000","30.2446","28.2000","0.1800","10000.0000","45.39136793","-75.69631172"
