"Format","AiM CSV File"
"Session","45.392°N, 75.696°W"
"Vehicle","GG25"
"Racer","Faran"
"Championship","P7"
"Comment","arb 90 degrees 
times:
"
"Date","Saturday, August 16, 2025"
"Time","4:59 PM"
"Sample Rate","20"
"Duration","188"
"Segment","Session"
"Beacon Markers","188"
"Segment Times","3:08.000"
"1.200","0.1523","14","0.0000","0.0000","9.9691","87.9395","0.0000","31.5448","26.8000","0.1700","10000.0000","45.39192319","-75.69653746"
"1.250","0.1604","14","0.0000","0.0000","19.4885","88.8674","0.0000","31.5626","26.7730","0.1646","10000.0000","45.39192329","-75.69653750"
"1.300","0.1109","14","0.0000","0.0000","37.1293","97.4163","0.0000","31.5872","26.7230","0.1546","10000.0000","45.39192339","-75.69653754"
"1.350","0.0919","14","0.0000","0.0000","39.0704","61.0743","0.0000","31.6011","26.7000","0.1554","10000.0000","45.39192351","-75.69653764"
"1.400","0.0987","14","0.0000","0.0000","27.6375","-13.5080","0.0000","31.6057","26.7000","0.1654","10000.0000","45.39192366","-75.69653781"
"1.450","0.1107","14","0.0000","0.0000","22.9546","-59.8864","0.0000","31.6112","26.7000","0.1700","10000.0000","45.39192377","-75.69653792"
"1.500","0.1271","14","0.0000","0.0000","24.0218","-82.2393","0.0000","31.6175","26.7000","0.1700","10000.0000","45.39192384","-75.69653799"
"1.550","0.1347","14","0.0000","0.0000","21.1899","-19.9050","0.0000","31.6257","26.6730","0.1727","10000.0000","45.39192393","-75.69653805"
"1.600","0.1347","14","0.0000","0.0000","15.0368","114.5700","0.0000","31.6355","26.6230","0.1777","10000.0000","45.39192403","-75.69653811"
"1.650","0.1152","14","0.0000","0.0000","10.7454","140.9419","0.0000","31.6397","26.6000","0.1800","10000.0000","45.39192415","-75.69653815"
"1.700","0.0790","14","0.0000","0.0000","8.0398","75.2257","0.0000","31.6391","26.6000","0.1800","10000.0000","45.39192428","-75.69653818"
"1.750","0.1070","14","0.0000","0.0000","5.7435","7.7525","0.0000","31.6432","26.6000","0.1773","10000.0000","45.39192438","-75.69653831"
"1.800","0.1897","14","0.0000","0.0000","3.7958","-61.2174","0.0000","31.6511","26.6000","0.1723","10000.0000","45.39192443","-75.69653851"
"1.850","0.2284","14","0.0000","0.0000","3.6809","-57.6711","0.0000","31.6643","26.5730","0.1727","10000.0000","45.39192454","-75.69653860"
"1.900","0.2299","14","0.0000","0.0000","5.1273","7.6482","0.0000","31.6821","26.5230","0.1777","10000.0000","45.39192470","-75.69653860"
"1.950","0.1851","13","0.0000","0.0000","5.4989","69.4424","0.0000","31.6975","26.5000","0.1800","10000.0000","45.39192481","-75.69653864"
"2.000","0.1010","13","0.0000","0.0000","4.9549","128.2338","0.0000","31.7107","26.5000","0.1800","10000.0000","45.39192488","-75.69653872"
"2.050","0.0552","13","0.0000","0.0000","15.6902","113.3528","0.0000","31.7239","26.5000","0.1773","10000.0000","45.39192496","-75.69653880"
"2.100","0.0421","13","0.0000","0.0000","36.0337","35.7139","0.0000","31.7371","26.5000","0.1723","10000.0000","45.39192503","-75.69653888"
"2.150","0.0431","13","0.0000","0.0000","34.9707","12.1490","0.0000","31.7504","26.4730","0.1700","10000.0000","45.39192513","-75.69653895"
"2.200","0.0563","13","0.0000","0.0000","15.6725","34.6472","0.0000","31.7638","26.4230","0.1700","10000.0000","45.39192527","-75.69653901"
"2.250","0.0455","13","0.0000","0.0000","4.9606","32.8473","0.0000","31.7699","26.4000","0.1727","10000.0000","45.39192533","-75.69653904"
"2.300","0.0143","13","0.0000","0.0000","1.5629","10.3491","0.0000","31.7699","26.4000","0.1777","10000.0000","45.39192533","-75.69653904"
"2.350","0.0000","13","0.0000","0.0000","0.0000","0.0000","0.0000","31.7699","26.4000","0.1827","10000.0000","45.39192533","-75.69653904"
"2.400","0.0000","13","0.0000","0.0000","0.0000","0.0000","0.0000","31.7699","26.4000","0.1877","10000.0000","45.39192533","-75.69653904"
"2.450","0.0000","13","0.0000","0.0000","0.0000","0.0000","0.0000","31.7699","26.3730","0.1900","10000.0000","45.39192533","-75.69653904"
"2.500","0.0000","13","0.0000","0.0000","0.0000","0.0000","0.0000","31.7699","26.3230","0.1900","10000.0000","45.39192533","-75.69653904"
"2.550","0.0401","13","0.0000","0.0000","-1.0160","10.9707","0.0000","31.7906","27.8390","0.1873","10000.0000","45.39192556","-75.69653934"
"2.600","0.1143","13","0.0000","0.0000","-2.8976","31.2869","0.0000","31.8289","30.6890","0.1823","10000.0000","45.39192597","-75.69653992"
"2.650","0.1447","13","0.0000","0.0000","-0.9066","-11.5383","0.0000","31.8663","31.9190","0.1800","10000.0000","45.39192637","-75.69654042"
"2.700","0.1379","13","0.0000","0.0000","4.3833","-108.1505","0.0000","31.9027","31.7690","0.1800","10000.0000","45.39192674","-75.69654087"
"2.750","0.1507","13","0.0000","0.0000","6.5772","-128.8776","0.0000","31.9388","31.6190","0.1800","10000.0000","45.39192712","-75.69654135"
"2.800","0.1803","13","0.0000","0.0000","6.1338","-84.9618","0.0000","31.9744","31.4690","0.1800","10000.0000","45.39192750","-75.69654187"
"2.850","0.1633","13","0.0000","0.0000","1.7928","-15.2691","0.0000","32.0072","31.3460","0.1773","10000.0000","45.39192787","-75.69654230"
"2.900","0.1066","13","0.0000","0.0000","-5.8684","76.3815","0.0000","32.0376","31.2460","0.1723","10000.0000","45.39192823","-75.69654267"
"2.950","0.0924","14","0.0000","0.0000","-8.6913","50.0838","0.0000","32.0651","31.1190","0.1727","10000.0000","45.39192859","-75.69654311"
"3.000","0.1145","14","0.0000","0.0000","-7.3927","-76.6885","0.0000","32.0902","30.9690","0.1777","10000.0000","45.39192893","-75.69654360"
"3.050","0.1323","14","0.0000","0.0000","-2.3023","-76.8125","0.0000","32.1144","30.8460","0.1773","10000.0000","45.39192929","-75.69654402"
"3.100","0.1463","14","0.0000","0.0000","6.0180","30.9489","0.0000","32.1378","30.7460","0.1723","10000.0000","45.39192965","-75.69654438"
"3.150","0.1332","14","0.0000","0.0000","11.7430","13.7838","0.0000","32.1598","30.6460","0.1727","10000.0000","45.39192999","-75.69654470"
"3.200","0.0971","14","0.0000","0.0000","15.2572","-109.8000","0.0000","32.1805","30.5460","0.1777","10000.0000","45.39193032","-75.69654500"
"3.250","0.0879","14","0.0000","0.0000","13.8780","-155.5189","0.0000","32.2013","30.4460","0.1773","10000.0000","45.39193064","-75.69654529"
"3.300","0.1017","14","0.0000","0.0000","8.3303","-134.9084","0.0000","32.2220","30.3460","0.1723","10000.0000","45.39193096","-75.69654558"
"3.350","0.1080","14","0.0000","0.0000","6.9159","-64.4843","0.0000","32.2408","30.2460","0.1700","10000.0000","45.39193127","-75.69654588"
"3.400","0.1080","14","0.0000","0.0000","9.0225","48.3736","0.0000","32.2580","30.1460","0.1700","10000.0000","45.39193156","-75.69654617"
"3.450","0.1080","14","0.0000","0.0000","8.8540","39.3449","0.0000","32.2690","30.0460","0.1727","10000.0000","45.39193184","-75.69654649"
"3.500","0.1080","14","0.0000","0.0000","6.7474","-73.5129","0.0000","32.2748","29.9460","0.1777","10000.0000","45.39193211","-75.69654683"
"3.550","0.0957","14","0.0000","0.0000","6.0530","-79.4131","0.0000","32.2816","29.8460","0.1773","10000.0000","45.39193240","-75.69654709"
"3.600","0.0729","14","0.0000","0.0000","6.5614","5.7988","0.0000","32.2893","29.7460","0.1723","10000.0000","45.39193271","-75.69654729"
"3.650","0.0730","14","0.0000","0.0000","4.6166","-13.0355","0.0000","32.2945","29.6460","0.1754","10000.0000","45.39193298","-75.69654753"
"3.700","0.0927","14","0.0000","0.0000","0.5821","-120.5018","0.0000","32.2976","29.5460","0.1854","10000.0000","45.39193321","-75.69654781"
"3.750","0.0841","14","0.0000","0.0000","1.7678","-96.9757","0.0000","32.3061","29.4460","0.1873","10000.0000","45.39193353","-75.69654812"
"3.800","0.0511","14","0.0000","0.0000","7.4005","38.1366","0.0000","32.3191","29.3460","0.1823","10000.0000","45.39193392","-75.69654844"
"3.850","0.0360","14","0.0000","0.0000","18.8718","29.9306","0.0000","32.3298","29.2460","0.1773","10000.0000","45.39193430","-75.69654880"
"3.900","0.0360","14","0.0000","0.0000","35.3169","-100.3613","0.0000","32.3385","29.1460","0.1723","10000.0000","45.39193467","-75.69654918"
"3.950","0.0554","14","0.0000","0.0000","30.7330","-119.4765","0.0000","32.3448","29.0460","0.1727","10000.0000","45.39193506","-75.69654959"
"4.000","0.0914","14","0.0000","0.0000","8.2356","-43.8857","0.0000","32.3492","28.9460","0.1777","10000.0000","45.39193547","-75.69655002"
"4.050","0.0926","14","0.0000","0.0000","4.4995","-19.5635","0.0000","32.3581","28.8460","0.1773","10000.0000","45.39193584","-75.69655041"
"4.100","0.0640","14","0.0000","0.0000","16.7453","-38.9144","0.0000","32.3710","28.7460","0.1723","10000.0000","45.39193617","-75.69655075"
"4.150","0.0589","14","0.0000","0.0000","18.6520","-61.5802","0.0000","32.3793","28.6730","0.1673","10000.0000","45.39193651","-75.69655114"
"4.200","0.0737","14","0.0000","0.0000","11.7513","-87.0698","0.0000","32.3835","28.6230","0.1623","10000.0000","45.39193685","-75.69655159"
"4.250","0.0879","14","0.0000","0.0000","5.6906","-74.5812","0.0000","32.3905","28.5460","0.1654","10000.0000","45.39193721","-75.69655197"
"4.300","0.1017","14","0.0000","0.0000","0.3455","-29.7406","0.0000","32.4000","28.4460","0.1754","10000.0000","45.39193757","-75.69655230"
"4.350","0.0926","14","0.0000","0.0000","8.4870","31.1942","0.0000","32.4090","28.3460","0.1773","10000.0000","45.39193790","-75.69655266"
"4.400","0.0640","14","0.0000","0.0000","28.1171","105.8390","0.0000","32.4175","28.2460","0.1723","10000.0000","45.39193821","-75.69655306"
"4.450","0.0509","14","0.0000","0.0000","33.1594","89.4179","0.0000","32.4256","28.1460","0.1673","10000.0000","45.39193855","-75.69655349"
"4.500","0.0509","14","0.0000","0.0000","25.7752","-4.5778","0.0000","32.4333","28.0460","0.1623","10000.0000","45.39193893","-75.69655394"
"4.550","0.0509","14","0.0000","0.0000","22.3784","-47.8158","0.0000","32.4374","27.9460","0.1627","10000.0000","45.39193931","-75.69655438"
"4.600","0.0509","14","0.0000","0.0000","22.3784","-47.8158","0.0000","32.4382","27.8460","0.1677","10000.0000","45.39193969","-75.69655481"
"4.650","0.0469","14","0.0000","0.0000","28.5920","-34.9056","0.0000","32.4431","27.7730","0.1619","10000.0000","45.39194002","-75.69655522"
"4.700","0.0394","14","0.0000","0.0000","40.0986","-10.9976","0.0000","32.4516","27.7230","0.1469","10000.0000","45.39194033","-75.69655563"
"4.750","0.0263","14","0.0000","0.0000","33.1359","0.0000","0.0000","32.4555","27.6460","0.1481","10000.0000","45.39194047","-75.69655581"
"4.800","0.0083","14","0.0000","0.0000","10.4401","0.0000","0.0000","32.4555","27.5460","0.1631","10000.0000","45.39194047","-75.69655581"
"4.850","0.0445","14","0.0000","0.0000","5.7452","-36.9205","0.0000","32.4607","29.0390","0.1673","10000.0000","45.39194074","-75.69655625"
"4.900","0.1270","14","0.0000","0.0000","16.3844","-105.2918","0.0000","32.4704","31.8890","0.1623","10000.0000","45.39194122","-75.69655707"
"4.950","0.1690","13","0.0000","0.0000","23.0226","-110.9091","0.0000","32.4815","33.0920","0.1600","10000.0000","45.39194170","-75.69655779"
"5.000","0.1765","13","0.0000","0.0000","26.2527","-63.0693","0.0000","32.4938","32.8920","0.1600","10000.0000","45.39194216","-75.69655842"
"5.050","0.1651","13","0.0000","0.0000","32.3256","-51.8996","0.0000","32.5046","32.6920","0.1546","10000.0000","45.39194261","-75.69655902"
"5.100","0.1374","13","0.0000","0.0000","40.8201","-71.9672","0.0000","32.5142","32.4920","0.1446","10000.0000","45.39194303","-75.69655960"
"5.150","0.1533","13","0.0000","0.0000","37.1966","-88.3979","0.0000","32.5251","32.2920","0.1454","10000.0000","45.39194341","-75.69656007"
"5.200","0.2062","13","0.0000","0.0000","23.2502","-101.7304","0.0000","32.5372","32.0920","0.1554","10000.0000","45.39194375","-75.69656048"
"5.250","0.2033","13","0.0000","0.0000","24.0396","-65.8242","0.0000","32.5498","31.9190","0.1546","10000.0000","45.39194412","-75.69656084"
"5.300","0.1530","13","0.0000","0.0000","37.3818","12.0260","0.0000","32.5628","31.7690","0.1446","10000.0000","45.39194451","-75.69656116"
"5.350","0.1186","13","0.0000","0.0000","43.9850","62.2852","0.0000","32.5721","31.5920","0.1373","10000.0000","45.39194487","-75.69656148"
"5.400","0.0978","13","0.0000","0.0000","44.8474","89.0411","0.0000","32.5780","31.3920","0.1323","10000.0000","45.39194520","-75.69656181"
"5.450","0.1044","13","0.0000","0.0000","45.0723","25.4861","0.0000","32.5839","31.2190","0.1381","10000.0000","45.39194553","-75.69656213"
"5.500","0.1346","13","0.0000","0.0000","44.7541","-115.0004","0.0000","32.5899","31.0690","0.1531","10000.0000","45.39194586","-75.69656246"
"5.550","0.1518","13","0.0000","0.0000","37.8062","-129.3091","0.0000","32.5925","30.9190","0.1627","10000.0000","45.39194619","-75.69656274"
"5.600","0.1581","13","0.0000","0.0000","25.2109","-36.1331","0.0000","32.5924","30.7690","0.1677","10000.0000","45.39194651","-75.69656298"
"5.650","0.1413","13","0.0000","0.0000","32.1305","45.6556","0.0000","32.5903","30.6190","0.1592","10000.0000","45.39194681","-75.69656323"
"5.700","0.1049","13","0.0000","0.0000","55.6740","117.7440","0.0000","32.5866","30.4690","0.1392","10000.0000","45.39194710","-75.69656348"
"5.750","0.0951","13","0.0000","0.0000","58.9036","103.9501","0.0000","32.5824","30.3190","0.1381","10000.0000","45.39194740","-75.69656376"
"5.800","0.1079","13","0.0000","0.0000","44.8288","16.9970","0.0000","32.5779","30.1690","0.1531","10000.0000","45.39194769","-75.69656406"
"5.850","0.1069","13","0.0000","0.0000","40.2146","10.5731","0.0000","32.5752","30.0190","0.1573","10000.0000","45.39194798","-75.69656424"
"5.900","0.0941","13","0.0000","0.0000","43.6595","72.7482","0.0000","32.5741","29.8690","0.1523","10000.0000","45.39194824","-75.69656430"
"5.950","0.1130","13","0.0000","0.0000","37.5532","59.3896","0.0000","32.5738","29.7460","0.1527","10000.0000","45.39194850","-75.69656444"
"6.000","0.1589","13","0.0000","0.0000","23.3109","-18.3126","0.0000","32.5744","29.6460","0.1577","10000.0000","45.39194875","-75.69656464"
"6.050","0.1451","13","0.0000","0.0000","18.2765","-52.3709","0.0000","32.5721","29.5190","0.1573","10000.0000","45.39194899","-75.69656476"
"6.100","0.0806","13","0.0000","0.0000","21.0860","-49.2510","0.0000","32.5675","29.3690","0.1523","10000.0000","45.39194923","-75.69656482"
"6.150","0.0679","13","0.0000","0.0000","22.5294","-11.5335","0.0000","32.5704","29.2460","0.1500","10000.0000","45.39194950","-75.69656489"
"6.200","0.0994","13","0.0000","0.0000","22.8090","55.6560","0.0000","32.5798","29.1460","0.1500","10000.0000","45.39194980","-75.69656497"
"6.250","0.1138","13","0.0000","0.0000","24.1425","64.5542","0.0000","32.5882","29.0460","0.1527","10000.0000","45.39195004","-75.69656498"
"6.300","0.1138","13","0.0000","0.0000","26.3738","23.7969","0.0000","32.5956","28.9460","0.1577","10000.0000","45.39195022","-75.69656495"
"6.350","0.1138","13","0.0000","0.0000","26.7149","-40.8724","0.0000","32.5939","28.8460","0.1627","10000.0000","45.39195032","-75.69656489"
"6.400","0.1138","13","0.0000","0.0000","25.4458","-125.9113","0.0000","32.5844","28.7460","0.1677","10000.0000","45.39195034","-75.69656479"
"6.450","0.1106","13","0.0000","0.0000","28.1790","-82.6239","0.0000","32.5787","28.6460","0.1700","10000.0000","45.39195037","-75.69656471"
"6.500","0.1046","13","0.0000","0.0000","34.3214","69.9785","0.0000","32.5761","28.5460","0.1700","10000.0000","45.39195039","-75.69656463"
"6.550","0.1066","13","0.0000","0.0000","31.2325","80.6517","0.0000","32.5695","28.4460","0.1673","10000.0000","45.39195045","-75.69656457"
"6.600","0.1154","13","0.0000","0.0000","20.2798","-29.5778","0.0000","32.5592","28.3460","0.1623","10000.0000","45.39195054","-75.69656452"
"6.650","0.1163","13","0.0000","0.0000","20.8080","-75.8828","0.0000","32.5527","28.2460","0.1600","10000.0000","45.39195060","-75.69656449"
"6.700","0.1106","13","0.0000","0.0000","31.1161","-67.7335","0.0000","32.5493","28.1460","0.1600","10000.0000","45.39195064","-75.69656448"
"6.750","0.1080","13","0.0000","0.0000","31.9306","-32.8235","0.0000","32.5464","28.0730","0.1600","10000.0000","45.39195066","-75.69656443"
"6.800","0.1080","13","0.0000","0.0000","24.6580","24.8828","0.0000","32.5438","28.0230","0.1600","10000.0000","45.39195069","-75.69656435"
"6.850","0.1372","13","0.0000","0.0000","18.2559","64.6200","0.0000","32.5376","27.9460","0.1600","10000.0000","45.39195071","-75.69656426"
"6.900","0.1912","13","0.0000","0.0000","12.5953","89.0503","0.0000","32.5281","27.8460","0.1600","10000.0000","45.39195073","-75.69656417"
"6.950","0.2207","13","0.0000","0.0000","12.6141","63.3561","0.0000","32.5251","27.7460","0.1654","10000.0000","45.39195076","-75.69656416"
"7.000","0.2293","13","0.0000","0.0000","17.4707","-5.0367","0.0000","32.5278","27.6460","0.1754","10000.0000","45.39195080","-75.69656422"
"7.050","0.1941","13","0.0000","0.0000","26.6003","0.7211","0.0000","32.5235","27.5730","0.1692","10000.0000","45.39195084","-75.69656423"
"7.100","0.1216","13","0.0000","0.0000","39.3700","69.6441","0.0000","32.5131","27.5230","0.1492","10000.0000","45.39195087","-75.69656420"
"7.150","0.0994","13","0.0000","0.0000","41.0589","63.6577","0.0000","32.5041","27.4460","0.1481","10000.0000","45.39195089","-75.69656421"
"7.200","0.1202","13","0.0000","0.0000","33.3085","-6.1404","0.0000","32.4963","27.3460","0.1631","10000.0000","45.39195089","-75.69656426"
"7.250","0.1255","13","0.0000","0.0000","32.0683","-34.1311","0.0000","32.4898","27.2730","0.1673","10000.0000","45.39195089","-75.69656435"
"7.300","0.1175","13","0.0000","0.0000","36.3739","-26.5081","0.0000","32.4845","27.2230","0.1623","10000.0000","45.39195087","-75.69656447"
"7.350","0.1025","13","0.0000","0.0000","40.2545","-16.7911","0.0000","32.4769","27.1460","0.1546","10000.0000","45.39195088","-75.69656462"
"7.400","0.0816","13","0.0000","0.0000","43.7731","-5.2903","0.0000","32.4674","27.0460","0.1446","10000.0000","45.39195090","-75.69656479"
"7.450","0.0526","13","0.0000","0.0000","33.1359","0.0000","0.0000","32.4630","26.9730","0.1427","10000.0000","45.39195091","-75.69656487"
"7.500","0.0166","13","0.0000","0.0000","10.4401","0.0000","0.0000","32.4630","26.9230","0.1477","10000.0000","45.39195091","-75.69656487"
"7.550","0.0000","13","0.0000","0.0000","0.0000","0.0000","0.0000","32.4630","26.8460","0.1473","10000.0000","45.39195091","-75.69656487"
"7.600","0.0000","13","0.0000","0.0000","0.0000","0.0000","0.0000","32.4630","26.7460","0.1423","10000.0000","45.39195091","-75.69656487"
"7.650","0.0097","13","0.0000","0.0000","12.2558","0.0000","0.0000","32.4526","28.2120","0.1427","10000.0000","45.39195094","-75.69656505"
"7.700","0.0277","13","0.0000","0.0000","34.9516","0.0000","0.0000","32.4335","31.0120","0.1477","10000.0000","45.39195098","-75.69656539"
"7.750","0.0431","13","0.0000","0.0000","50.6048","27.7452","0.0000","32.4172","32.2190","0.1446","10000.0000","45.39195104","-75.69656566"
"7.800","0.0563","13","0.0000","0.0000","60.2588","79.1251","0.0000","32.4034","32.0690","0.1346","10000.0000","45.39195110","-75.69656588"
"7.850","0.0455","13","0.0000","0.0000","47.2307","75.0147","0.0000","32.3970","31.8920","0.1381","10000.0000","45.39195113","-75.69656598"
"7.900","0.0143","13","0.0000","0.0000","14.8809","23.6348","0.0000","32.3970","31.6920","0.1531","10000.0000","45.39195113","-75.69656598"
"7.950","0.0292","14","0.0000","0.0000","5.7544","13.8855","0.0000","32.3802","33.3280","0.1600","10000.0000","45.39195118","-75.69656621"
"8.000","0.0832","14","0.0000","0.0000","16.4107","39.5993","0.0000","32.3489","36.5280","0.1600","10000.0000","45.39195127","-75.69656664"
"8.050","0.1080","14","0.0000","0.0000","27.1362","-5.7376","0.0000","32.3220","37.8380","0.1600","10000.0000","45.39195139","-75.69656719"
"8.100","0.1080","14","0.0000","0.0000","37.9207","-111.5992","0.0000","32.2987","37.5380","0.1600","10000.0000","45.39195154","-75.69656782"
"8.150","0.1096","14","0.0000","0.0000","41.6593","-123.2262","0.0000","32.2788","37.2380","0.1600","10000.0000","45.39195173","-75.69656834"
"8.200","0.1125","14","0.0000","0.0000","39.3957","-54.5791","0.0000","32.2618","36.9380","0.1600","10000.0000","45.39195195","-75.69656877"
"8.250","0.1048","14","0.0000","0.0000","37.1783","-25.2998","0.0000","32.2423","36.6650","0.1600","10000.0000","45.39195212","-75.69656925"
"8.300","0.0882","14","0.0000","0.0000","35.0004","-29.5560","0.0000","32.2208","36.4150","0.1600","10000.0000","45.39195225","-75.69656976"
"8.350","0.0756","14","0.0000","0.0000","42.2878","4.7400","0.0000","32.2050","36.1650","0.1546","10000.0000","45.39195244","-75.69657013"
"8.400","0.0665","14","0.0000","0.0000","57.6384","71.8769","0.0000","32.1942","35.9150","0.1446","10000.0000","45.39195266","-75.69657037"
"8.450","0.0868","14","0.0000","0.0000","53.2729","62.1044","0.0000","32.1828","35.6650","0.1481","10000.0000","45.39195286","-75.69657066"
"8.500","0.1319","14","0.0000","0.0000","32.1123","-13.1834","0.0000","32.1709","35.4150","0.1631","10000.0000","45.39195303","-75.69657098"
"8.550","0.1353","14","0.0000","0.0000","34.8104","-20.5236","0.0000","32.1601","35.1650","0.1592","10000.0000","45.39195323","-75.69657123"
"8.600","0.1030","14","0.0000","0.0000","57.8326","30.0177","0.0000","32.1501","34.9150","0.1392","10000.0000","45.39195345","-75.69657142"
"8.650","0.1089","14","0.0000","0.0000","56.2675","32.4836","0.0000","32.1378","34.6920","0.1435","10000.0000","45.39195366","-75.69657163"
"8.700","0.1473","14","0.0000","0.0000","33.7578","-6.0036","0.0000","32.1234","34.4920","0.1685","10000.0000","45.39195385","-75.69657188"
"8.750","0.1690","14","0.0000","0.0000","21.3056","-46.0564","0.0000","32.1070","34.2920","0.1746","10000.0000","45.39195399","-75.69657214"
"8.800","0.1765","14","0.0000","0.0000","17.4209","-87.4431","0.0000","32.0889","34.0920","0.1646","10000.0000","45.39195410","-75.69657240"
"8.850","0.1531","14","0.0000","0.0000","23.1127","-33.7145","0.0000","32.0770","33.8920","0.1600","10000.0000","45.39195424","-75.69657263"
"8.900","0.1034","14","0.0000","0.0000","36.9622","101.0381","0.0000","32.0705","33.6920","0.1600","10000.0000","45.39195443","-75.69657283"
"8.950","0.1044","14","0.0000","0.0000","32.4722","110.6351","0.0000","32.0572","33.4920","0.1654","10000.0000","45.39195458","-75.69657295"
"9.000","0.1485","14","0.0000","0.0000","12.3596","13.6181","0.0000","32.0383","33.2920","0.1754","10000.0000","45.39195469","-75.69657301"
"9.050","0.1370","14","0.0000","0.0000","12.2984","15.2103","0.0000","32.0289","33.1190","0.1719","10000.0000","45.39195481","-75.69657309"
"9.100","0.0780","14","0.0000","0.0000","29.3179","100.8030","0.0000","32.0275","32.9690","0.1569","10000.0000","45.39195495","-75.69657318"
"9.150","0.0817","14","0.0000","0.0000","31.6134","100.6517","0.0000","32.0260","32.7920","0.1581","10000.0000","45.39195509","-75.69657327"
"9.200","0.1387","14","0.0000","0.0000","21.3663","27.4592","0.0000","32.0246","32.5920","0.1731","10000.0000","45.39195523","-75.69657337"
"9.250","0.1442","14","0.0000","0.0000","26.2027","-19.0545","0.0000","32.0208","32.4190","0.1719","10000.0000","45.39195533","-75.69657336"
