"Format","AiM CSV File"
"Session","45.392°N, 75.696°W"
"Vehicle","GG25"
"Racer","Faran"
"Championship","P7"
"Comment","arb 90 degrees 
times:
"
"Date","Saturday, August 16, 2025"
"Time","5:38 PM"
"Sample Rate","20"
"Duration","149"
"Segment","Session"
"Beacon Markers","149"
"Segment Times","2:29.000"
"1.200","0.3724","9","0.0000","0.0000","-10.9872","27.2333","0.0000","48.8983","82.7840","0.3104","10000.0000","45.39190136","-75.69637709"
"1.250","0.3198","9","0.0000","0.0000","-13.5625","12.9734","0.0000","48.8485","82.3340","0.2904","10000.0000","45.39190136","-75.69637783"
"1.300","0.2796","9","0.0000","0.0000","-16.2210","12.2347","0.0000","48.8049","81.9080","0.2848","10000.0000","45.39190134","-75.69637850"
"1.350","0.2528","9","0.0000","0.0000","-18.9697","26.1438","0.0000","48.7681","81.5080","0.2948","10000.0000","45.39190129","-75.69637909"
"1.400","0.2461","9","0.0000","0.0000","-21.3863","46.3609","0.0000","48.7291","81.1080","0.2928","10000.0000","45.39190123","-75.69637958"
"1.450","0.2614","9","0.0000","0.0000","-23.4432","73.4118","0.0000","48.6879","80.7080","0.2778","10000.0000","45.39190116","-75.69637996"
"1.500","0.3506","9","0.0000","0.0000","-21.0565","73.6777","0.0000","48.6519","80.3080","0.2820","10000.0000","45.39190117","-75.69638034"
"1.550","0.5198","9","0.0000","0.0000","-13.8559","44.9266","0.0000","48.6216","79.9080","0.3070","10000.0000","45.39190125","-75.69638071"
"1.600","0.6555","11","0.0000","0.0000","-9.2058","27.4099","0.0000","48.5908","79.5320","0.3176","10000.0000","45.39190134","-75.69638111"
"1.650","0.7549","11","0.0000","0.0000","-7.3187","22.0637","0.0000","48.5596","79.1820","0.3126","10000.0000","45.39190143","-75.69638154"
"1.700","0.7836","11","0.0000","0.0000","-6.8133","28.8543","0.0000","48.5273","78.8080","0.3148","10000.0000","45.39190144","-75.69638193"
"1.750","0.7358","11","0.0000","0.0000","-7.8047","48.7931","0.0000","48.4940","78.4080","0.3248","10000.0000","45.39190136","-75.69638227"
"1.800","0.6067","11","0.0000","0.0000","-10.7952","50.1852","0.0000","48.4626","78.0320","0.3300","10000.0000","45.39190126","-75.69638271"
"1.850","0.3895","11","0.0000","0.0000","-15.9514","31.4851","0.0000","48.4334","77.6820","0.3300","10000.0000","45.39190114","-75.69638327"
"1.900","0.3098","11","0.0000","0.0000","-17.2227","14.5108","0.0000","48.4052","77.3560","0.3228","10000.0000","45.39190105","-75.69638376"
"1.950","0.3791","11","0.0000","0.0000","-14.2855","-0.5937","0.0000","48.3779","77.0560","0.3078","10000.0000","45.39190098","-75.69638418"
"2.000","0.3501","11","0.0000","0.0000","-20.5902","36.7794","0.0000","48.3454","76.7320","0.2880","10000.0000","45.39190083","-75.69638460"
"2.050","0.2145","11","0.0000","0.0000","-36.9071","131.0035","0.0000","48.3073","76.3820","0.2630","10000.0000","45.39190060","-75.69638504"
"2.100","0.1518","11","0.0000","0.0000","-40.5611","160.6709","0.0000","48.2790","76.0320","0.2476","10000.0000","45.39190044","-75.69638538"
"2.150","0.1679","11","0.0000","0.0000","-30.4972","120.4021","0.0000","48.2613","75.6820","0.2426","10000.0000","45.39190034","-75.69638563"
"2.200","0.1707","11","0.0000","0.0000","-24.2424","91.6926","0.0000","48.2415","75.3560","0.2568","10000.0000","45.39190027","-75.69638590"
"2.250","0.1589","11","0.0000","0.0000","-22.1143","75.5058","0.0000","48.2196","75.0560","0.2918","10000.0000","45.39190021","-75.69638619"
"2.300","0.2310","11","0.0000","0.0000","-18.3761","18.9151","0.0000","48.1951","74.7320","0.3220","10000.0000","45.39190002","-75.69638667"
"2.350","0.3941","11","0.0000","0.0000","-12.8936","-81.4465","0.0000","48.1680","74.3820","0.3470","10000.0000","45.39189969","-75.69638735"
"2.400","0.4802","11","0.0000","0.0000","-8.0303","-132.1143","0.0000","48.1491","74.0560","0.3600","10000.0000","45.39189944","-75.69638794"
"2.450","0.4829","11","0.0000","0.0000","-3.8377","-128.9472","0.0000","48.1390","73.7560","0.3600","10000.0000","45.39189928","-75.69638842"
"2.500","0.4429","11","0.0000","0.0000","-2.8907","-129.1491","0.0000","48.1206","73.4560","0.3672","10000.0000","45.39189913","-75.69638888"
"2.550","0.3566","11","0.0000","0.0000","-5.4595","-133.0009","0.0000","48.0931","73.1560","0.3822","10000.0000","45.39189900","-75.69638931"
"2.600","0.3113","12","0.0000","0.0000","-8.8002","-64.7264","0.0000","48.0594","72.8560","0.3612","10000.0000","45.39189886","-75.69638970"
"2.650","0.3102","12","0.0000","0.0000","-12.9770","81.6850","0.0000","48.0189","72.5560","0.3012","10000.0000","45.39189871","-75.69639004"
"2.700","0.2907","12","0.0000","0.0000","-12.1526","105.4225","0.0000","47.9867","72.2800","0.2652","10000.0000","45.39189868","-75.69639040"
"2.750","0.2511","12","0.0000","0.0000","-5.9102","-3.7367","0.0000","47.9633","72.0300","0.2552","10000.0000","45.39189877","-75.69639078"
"2.800","0.2624","12","0.0000","0.0000","-2.4913","-65.1539","0.0000","47.9338","71.7560","0.2620","10000.0000","45.39189875","-75.69639124"
"2.850","0.3290","12","0.0000","0.0000","-2.1311","-74.8508","0.0000","47.8976","71.4560","0.2870","10000.0000","45.39189863","-75.69639179"
"2.900","0.3022","12","0.0000","0.0000","-14.6285","-85.2257","0.0000","47.8563","71.1800","0.2928","10000.0000","45.39189859","-75.69639220"
"2.950","0.1745","12","0.0000","0.0000","-41.0550","-96.3351","0.0000","47.8093","70.9300","0.2778","10000.0000","45.39189864","-75.69639248"
"3.000","0.1374","12","0.0000","0.0000","-47.7191","-35.5344","0.0000","47.7633","70.6800","0.2748","10000.0000","45.39189858","-75.69639281"
"3.050","0.1987","12","0.0000","0.0000","-32.9740","103.1687","0.0000","47.7184","70.4300","0.2848","10000.0000","45.39189841","-75.69639321"
"3.100","0.2475","12","0.0000","0.0000","-23.5076","103.3149","0.0000","47.6769","70.1560","0.3188","10000.0000","45.39189828","-75.69639362"
"3.150","0.2828","12","0.0000","0.0000","-19.7599","-46.6423","0.0000","47.6391","69.8560","0.3788","10000.0000","45.39189817","-75.69639402"
"3.200","0.2953","12","0.0000","0.0000","-17.8791","-125.9315","0.0000","47.6018","69.5800","0.4124","10000.0000","45.39189810","-75.69639438"
"3.250","0.2829","12","0.0000","0.0000","-18.0209","-128.6637","0.0000","47.5650","69.3300","0.4174","10000.0000","45.39189805","-75.69639471"
"3.300","0.2313","12","0.0000","0.0000","-29.7129","-105.8471","0.0000","47.5259","69.0800","0.3696","10000.0000","45.39189805","-75.69639495"
"3.350","0.1371","12","0.0000","0.0000","-53.9174","-55.3527","0.0000","47.4842","68.8300","0.2646","10000.0000","45.39189811","-75.69639510"
"3.400","0.1388","12","0.0000","0.0000","-55.0000","-11.2194","0.0000","47.4392","68.6040","0.2604","10000.0000","45.39189817","-75.69639525"
"3.450","0.2442","12","0.0000","0.0000","-31.0338","26.0225","0.0000","47.3906","68.4040","0.3654","10000.0000","45.39189823","-75.69639538"
"3.500","0.3331","12","0.0000","0.0000","-16.8009","43.4975","0.0000","47.3431","68.1800","0.4200","10000.0000","45.39189828","-75.69639556"
"3.550","0.4040","12","0.0000","0.0000","-13.1125","39.5584","0.0000","47.2970","67.9300","0.4200","10000.0000","45.39189831","-75.69639577"
"3.600","0.4451","12","0.0000","0.0000","-12.6430","37.7403","0.0000","47.2547","67.6800","0.4224","10000.0000","45.39189835","-75.69639596"
"3.650","0.4537","12","0.0000","0.0000","-15.6608","38.2200","0.0000","47.2164","67.4300","0.4274","10000.0000","45.39189837","-75.69639613"
"3.700","0.4200","12","0.0000","0.0000","-17.5520","40.1299","0.0000","47.1825","67.2040","0.4276","10000.0000","45.39189833","-75.69639636"
"3.750","0.3404","12","0.0000","0.0000","-18.2227","43.5894","0.0000","47.1534","67.0040","0.4226","10000.0000","45.39189821","-75.69639665"
"3.800","0.2532","12","0.0000","0.0000","-27.2655","9.9883","0.0000","47.1293","66.8040","0.3840","10000.0000","45.39189808","-75.69639696"
"3.850","0.1577","12","0.0000","0.0000","-45.3781","-63.7619","0.0000","47.1106","66.6040","0.3090","10000.0000","45.39189793","-75.69639729"
"3.900","0.1325","12","0.0000","0.0000","-49.0858","-102.6167","0.0000","47.0940","66.3800","0.2964","10000.0000","45.39189779","-75.69639758"
"3.950","0.1834","12","0.0000","0.0000","-37.1881","-103.6682","0.0000","47.0797","66.1300","0.3514","10000.0000","45.39189767","-75.69639785"
"4.000","0.2175","12","0.0000","0.0000","-30.3448","-103.2636","0.0000","47.0633","65.9040","0.3776","10000.0000","45.39189756","-75.69639813"
"4.050","0.2333","12","0.0000","0.0000","-28.9771","-101.2815","0.0000","47.0447","65.7040","0.3726","10000.0000","45.39189747","-75.69639844"
"4.100","0.3072","12","0.0000","0.0000","-24.3369","-103.3938","0.0000","47.0273","65.5040","0.3820","10000.0000","45.39189734","-75.69639880"
"4.150","0.4442","12","0.0000","0.0000","-16.1513","-109.9415","0.0000","47.0111","65.3040","0.4070","10000.0000","45.39189717","-75.69639920"
"4.200","0.5429","12","0.0000","0.0000","-10.9048","-116.6108","0.0000","46.9996","65.1040","0.4248","10000.0000","45.39189702","-75.69639951"
"4.250","0.6000","12","0.0000","0.0000","-8.8424","-123.4118","0.0000","46.9931","64.9040","0.4348","10000.0000","45.39189689","-75.69639973"
"4.300","0.5841","12","0.0000","0.0000","-8.1376","-130.3756","0.0000","46.9851","64.7040","0.4376","10000.0000","45.39189680","-75.69639981"
"4.350","0.4889","12","0.0000","0.0000","-8.9035","-137.5157","0.0000","46.9754","64.5040","0.4326","10000.0000","45.39189676","-75.69639973"
"4.400","0.4238","12","0.0000","0.0000","-9.4603","-130.3135","0.0000","46.9624","64.3040","0.4180","10000.0000","45.39189672","-75.69639977"
"4.450","0.3911","12","0.0000","0.0000","-9.7906","-107.5738","0.0000","46.9457","64.1040","0.3930","10000.0000","45.39189668","-75.69639994"
"4.500","0.3340","12","0.0000","0.0000","-13.3027","-74.6145","0.0000","46.9247","63.9280","0.3632","10000.0000","45.39189671","-75.69639992"
"4.550","0.2503","12","0.0000","0.0000","-20.2617","-30.5838","0.0000","46.8989","63.7780","0.3282","10000.0000","45.39189681","-75.69639970"
"4.600","0.1895","11","0.0000","0.0000","-31.5787","-14.2057","0.0000","46.8757","63.6040","0.2836","10000.0000","45.39189684","-75.69639967"
"4.650","0.1534","11","0.0000","0.0000","-47.6166","-27.7844","0.0000","46.8555","63.4040","0.2286","10000.0000","45.39189676","-75.69639984"
"4.700","0.1323","11","0.0000","0.0000","-53.2615","-2.7702","0.0000","46.8394","63.2040","0.2168","10000.0000","45.39189669","-75.69639996"
"4.750","0.1273","11","0.0000","0.0000","-47.6472","64.0532","0.0000","46.8279","63.0040","0.2518","10000.0000","45.39189660","-75.69640002"
"4.800","0.1371","11","0.0000","0.0000","-40.0564","98.9600","0.0000","46.8126","62.8280","0.2820","10000.0000","45.39189655","-75.69640010"
"4.850","0.1629","11","0.0000","0.0000","-30.3245","99.2905","0.0000","46.7934","62.6780","0.3070","10000.0000","45.39189653","-75.69640019"
"4.900","0.1806","11","0.0000","0.0000","-22.9993","46.1939","0.0000","46.7761","62.5040","0.3416","10000.0000","45.39189646","-75.69640039"
"4.950","0.1893","11","0.0000","0.0000","-18.2813","-64.7819","0.0000","46.7610","62.3040","0.3866","10000.0000","45.39189635","-75.69640072"
"5.000","0.2359","11","0.0000","0.0000","-15.0400","-121.6744","0.0000","46.7425","62.1280","0.4100","10000.0000","45.39189623","-75.69640104"
"5.050","0.3234","11","0.0000","0.0000","-13.3985","-119.9769","0.0000","46.7203","61.9780","0.4100","10000.0000","45.39189611","-75.69640135"
"5.100","0.3505","11","0.0000","0.0000","-10.9775","-124.2927","0.0000","46.7066","61.8040","0.4076","10000.0000","45.39189601","-75.69640154"
"5.150","0.3123","11","0.0000","0.0000","-7.7122","-135.1231","0.0000","46.7020","61.6040","0.4026","10000.0000","45.39189592","-75.69640162"
"5.200","0.3472","11","0.0000","0.0000","-6.2999","-138.5980","0.0000","46.6911","61.4280","0.4024","10000.0000","45.39189580","-75.69640179"
"5.250","0.4612","11","0.0000","0.0000","-6.8950","-134.1046","0.0000","46.6732","61.2780","0.4074","10000.0000","45.39189564","-75.69640205"
"5.300","0.5442","11","0.0000","0.0000","-6.4806","-127.7599","0.0000","46.6603","61.1040","0.4100","10000.0000","45.39189547","-75.69640233"
"5.350","0.5936","11","0.0000","0.0000","-4.9728","-119.4097","0.0000","46.6528","60.9040","0.4100","10000.0000","45.39189528","-75.69640263"
"5.400","0.6201","11","0.0000","0.0000","-4.0704","-116.4456","0.0000","46.6441","60.7280","0.4100","10000.0000","45.39189511","-75.69640288"
"5.450","0.6217","11","0.0000","0.0000","-3.8240","-119.3162","0.0000","46.6341","60.5780","0.4100","10000.0000","45.39189494","-75.69640310"
"5.500","0.6626","11","0.0000","0.0000","-3.4470","-121.2245","0.0000","46.6247","60.4280","0.4100","10000.0000","45.39189474","-75.69640339"
"5.550","0.7461","11","0.0000","0.0000","-2.9287","-122.0905","0.0000","46.6162","60.2780","0.4100","10000.0000","45.39189450","-75.69640376"
"5.600","0.8041","12","0.0000","0.0000","-2.7329","-122.7571","0.0000","46.6103","60.1040","0.4100","10000.0000","45.39189429","-75.69640407"
"5.650","0.8346","12","0.0000","0.0000","-2.8865","-123.2079","0.0000","46.6072","59.9040","0.4100","10000.0000","45.39189413","-75.69640430"
"5.700","0.8502","12","0.0000","0.0000","-2.2382","-122.3617","0.0000","46.6059","59.7280","0.4100","10000.0000","45.39189398","-75.69640454"
"5.750","0.8498","12","0.0000","0.0000","-0.7211","-120.1104","0.0000","46.6063","59.5780","0.4100","10000.0000","45.39189385","-75.69640477"
"5.800","0.8575","12","0.0000","0.0000","0.0495","-119.5562","0.0000","46.6073","59.4280","0.4100","10000.0000","45.39189371","-75.69640497"
"5.850","0.8740","12","0.0000","0.0000","0.0115","-120.8406","0.0000","46.6086","59.2780","0.4100","10000.0000","45.39189357","-75.69640514"
"5.900","0.8908","12","0.0000","0.0000","-0.0251","-122.0795","0.0000","46.6100","59.1280","0.4100","10000.0000","45.39189343","-75.69640531"
"5.950","0.9081","12","0.0000","0.0000","-0.0603","-123.2693","0.0000","46.6113","58.9780","0.4100","10000.0000","45.39189329","-75.69640548"
"6.000","0.6970","12","0.0000","0.0000","-0.0598","-94.1549","0.0000","46.6120","58.8280","0.4100","10000.0000","45.39189321","-75.69640557"
"6.050","0.2385","12","0.0000","0.0000","-0.0204","-32.2109","0.0000","46.6120","58.6780","0.4100","10000.0000","45.39189321","-75.69640557"
"6.100","0.0000","12","0.0000","0.0000","0.0000","0.0000","0.0000","46.6120","58.5280","0.4100","10000.0000","45.39189321","-75.69640557"
"6.150","0.0000","12","0.0000","0.0000","0.0000","0.0000","0.0000","46.6120","58.3780","0.4100","10000.0000","45.39189321","-75.69640557"
"6.200","0.2680","12","0.0000","0.0000","0.9473","-30.0436","0.0000","46.6443","61.1560","0.4100","10000.0000","45.39189307","-75.69640549"
"6.250","0.8263","12","0.0000","0.0000","2.9209","-92.6346","0.0000","46.7115","67.1060","0.4100","10000.0000","45.39189278","-75.69640533"
"6.300","1.0877","12","0.0000","0.0000","4.2660","-124.8890","0.0000","46.7750","69.9360","0.4100","10000.0000","45.39189249","-75.69640531"
"6.350","1.0276","12","0.0000","0.0000","4.9304","-124.2790","0.0000","46.8343","69.3860","0.4100","10000.0000","45.39189221","-75.69640545"
"6.400","0.9705","12","0.0000","0.0000","5.2612","-123.9191","0.0000","46.8912","68.8600","0.4100","10000.0000","45.39189194","-75.69640565"
"6.450","0.9165","12","0.0000","0.0000","5.2305","-123.8301","0.0000","46.9454","68.3600","0.4100","10000.0000","45.39189171","-75.69640590"
"6.500","0.8778","12","0.0000","0.0000","5.7188","-122.8352","0.0000","46.9962","67.8840","0.4100","10000.0000","45.39189147","-75.69640614"
"6.550","0.8557","12","0.0000","0.0000","6.7693","-120.8590","0.0000","47.0435","67.4340","0.4100","10000.0000","45.39189123","-75.69640638"
"6.600","0.8129","12","0.0000","0.0000","6.8530","-118.0948","0.0000","47.0797","66.9840","0.4100","10000.0000","45.39189109","-75.69640666"
"6.650","0.7476","12","0.0000","0.0000","5.8895","-114.4768","0.0000","47.1039","66.5340","0.4100","10000.0000","45.39189106","-75.69640698"
"6.700","0.7279","12","0.0000","0.0000","5.2486","-114.1286","0.0000","47.1263","66.1080","0.4100","10000.0000","45.39189099","-75.69640732"
"6.750","0.7575","12","0.0000","0.0000","4.9572","-117.3229","0.0000","47.1468","65.7080","0.4100","10000.0000","45.39189087","-75.69640766"
"6.800","0.7451","12","0.0000","0.0000","5.3207","-118.2629","0.0000","47.1728","65.3080","0.4100","10000.0000","45.39189075","-75.69640798"
"6.850","0.6871","12","0.0000","0.0000","6.3937","-116.7609","0.0000","47.2047","64.9080","0.4100","10000.0000","45.39189066","-75.69640828"
"6.900","0.6367","12","0.0000","0.0000","7.5299","-115.9991","0.0000","47.2319","64.5320","0.4100","10000.0000","45.39189051","-75.69640854"
"6.950","0.5945","12","0.0000","0.0000","8.7343","-116.0393","0.0000","47.2540","64.1820","0.4100","10000.0000","45.39189031","-75.69640878"
"7.000","0.5462","12","0.0000","0.0000","10.0729","-120.0033","0.0000","47.2765","63.8320","0.4076","10000.0000","45.39189010","-75.69640898"
"7.050","0.4911","12","0.0000","0.0000","11.5568","-128.2182","0.0000","47.2994","63.4820","0.4026","10000.0000","45.39188989","-75.69640915"
"7.100","0.4963","12","0.0000","0.0000","11.2387","-126.6284","0.0000","47.3211","63.1320","0.4024","10000.0000","45.39188969","-75.69640941"
"7.150","0.5668","12","0.0000","0.0000","8.9685","-114.4170","0.0000","47.3414","62.7820","0.4074","10000.0000","45.39188951","-75.69640977"
"7.200","0.5882","12","0.0000","0.0000","7.3057","-112.2336","0.0000","47.3662","62.4560","0.4100","10000.0000","45.39188925","-75.69641006"
"7.250","0.5565","12","0.0000","0.0000","6.3009","-120.9140","0.0000","47.3958","62.1560","0.4100","10000.0000","45.39188892","-75.69641028"
"7.300","0.5317","12","0.0000","0.0000","6.7502","-125.5598","0.0000","47.4196","61.8560","0.4100","10000.0000","45.39188861","-75.69641055"
"7.350","0.5143","12","0.0000","0.0000","8.7748","-125.8349","0.0000","47.4371","61.5560","0.4100","10000.0000","45.39188832","-75.69641086"
"7.400","0.5454","12","0.0000","0.0000","9.3093","-126.1570","0.0000","47.4558","61.2560","0.4124","10000.0000","45.39188802","-75.69641121"
"7.450","0.6291","12","0.0000","0.0000","8.2295","-126.5302","0.0000","47.4759","60.9560","0.4174","10000.0000","45.39188771","-75.69641160"
"7.500","0.6899","12","0.0000","0.0000","7.3316","-121.3822","0.0000","47.4927","60.6800","0.4152","10000.0000","45.39188746","-75.69641196"
"7.550","0.7260","12","0.0000","0.0000","6.6306","-110.2530","0.0000","47.5061","60.4300","0.4052","10000.0000","45.39188727","-75.69641231"
"7.600","0.6335","12","0.0000","0.0000","8.9859","-105.4958","0.0000","47.5192","60.1560","0.4000","10000.0000","45.39188715","-75.69641254"
"7.650","0.4017","12","0.0000","0.0000","14.6523","-107.6417","0.0000","47.5321","59.8560","0.4000","10000.0000","45.39188709","-75.69641265"
"7.700","0.2914","12","0.0000","0.0000","17.1229","-121.0879","0.0000","47.5391","59.5800","0.3880","10000.0000","45.39188700","-75.69641282"
"7.750","0.3129","12","0.0000","0.0000","16.1314","-146.7762","0.0000","47.5396","59.3300","0.3630","10000.0000","45.39188687","-75.69641305"
"7.800","0.3137","12","0.0000","0.0000","14.0839","-154.3340","0.0000","47.5334","59.0800","0.3620","10000.0000","45.39188674","-75.69641327"
"7.850","0.2923","12","0.0000","0.0000","10.8924","-142.2504","0.0000","47.5199","58.8300","0.3870","10000.0000","45.39188660","-75.69641347"
"7.900","0.2523","12","0.0000","0.0000","11.6771","-101.7202","0.0000","47.5158","58.5800","0.3808","10000.0000","45.39188651","-75.69641349"
"7.950","0.1922","12","0.0000","0.0000","16.7693","-30.3729","0.0000","47.5218","58.3300","0.3408","10000.0000","45.39188645","-75.69641332"
"8.000","0.1435","12","0.0000","0.0000","26.9595","-21.0282","0.0000","47.5318","58.1040","0.3224","10000.0000","45.39188633","-75.69641324"
"8.050","0.1071","12","0.0000","0.0000","42.6727","-78.8532","0.0000","47.5462","57.9040","0.3274","10000.0000","45.39188614","-75.69641326"
"8.100","0.1230","12","0.0000","0.0000","41.0781","-110.1115","0.0000","47.5554","57.7040","0.3492","10000.0000","45.39188593","-75.69641327"
"8.150","0.1956","12","0.0000","0.0000","20.7333","-112.5894","0.0000","47.5592","57.5040","0.3892","10000.0000","45.39188570","-75.69641327"
"8.200","0.2402","12","0.0000","0.0000","9.5528","-112.8228","0.0000","47.5613","57.2800","0.4100","10000.0000","45.39188546","-75.69641327"
"8.250","0.2546","12","0.0000","0.0000","8.3003","-110.6247","0.0000","47.5615","57.0300","0.4100","10000.0000","45.39188520","-75.69641327"
"8.300","0.2571","12","0.0000","0.0000","8.4629","-114.1842","0.0000","47.5635","56.8040","0.4076","10000.0000","45.39188496","-75.69641327"
"8.350","0.2468","12","0.0000","0.0000","10.1583","-123.9812","0.0000","47.5673","56.6040","0.4026","10000.0000","45.39188473","-75.69641327"
"8.400","0.2623","12","0.0000","0.0000","11.0638","-129.9338","0.0000","47.5670","56.3800","0.4000","10000.0000","45.39188457","-75.69641344"
"8.450","0.3055","12","0.0000","0.0000","11.1136","-131.7215","0.0000","47.5624","56.1300","0.4000","10000.0000","45.39188448","-75.69641378"
"8.500","0.3861","12","0.0000","0.0000","9.2827","-132.8967","0.0000","47.5559","55.8560","0.4000","10000.0000","45.39188435","-75.69641413"
"8.550","0.5073","12","0.0000","0.0000","5.4143","-133.4082","0.0000","47.5476","55.5560","0.4000","10000.0000","45.39188417","-75.69641448"
"8.600","0.5471","12","0.0000","0.0000","4.2347","-129.5996","0.0000","47.5410","55.3040","0.4000","10000.0000","45.39188404","-75.69641471"
"8.650","0.4987","12","0.0000","0.0000","5.9679","-121.1107","0.0000","47.5364","55.1040","0.4000","10000.0000","45.39188395","-75.69641478"
"8.700","0.4185","12","0.0000","0.0000","8.8588","-126.6114","0.0000","47.5190","54.8800","0.3832","10000.0000","45.39188389","-75.69641479"
"8.750","0.3038","12","0.0000","0.0000","13.0040","-147.2676","0.0000","47.4876","54.6300","0.3482","10000.0000","45.39188386","-75.69641473"
"8.800","0.2142","12","0.0000","0.0000","16.9777","-123.3630","0.0000","47.4622","54.4040","0.3084","10000.0000","45.39188389","-75.69641473"
"8.850","0.1518","12","0.0000","0.0000","20.7657","-51.1842","0.0000","47.4433","54.2040","0.2634","10000.0000","45.39188400","-75.69641479"
"8.900","0.1356","12","0.0000","0.0000","19.6698","9.8453","0.0000","47.4184","53.9800","0.2496","10000.0000","45.39188404","-75.69641479"
"8.950","0.1695","12","0.0000","0.0000","13.2833","58.7963","0.0000","47.3869","53.7300","0.2696","10000.0000","45.39188401","-75.69641473"
"9.000","0.1975","12","0.0000","0.0000","8.4136","83.4121","0.0000","47.3519","53.5040","0.2848","10000.0000","45.39188401","-75.69641468"
"9.050","0.2192","12","0.0000","0.0000","5.1872","81.6648","0.0000","47.3128","53.3040","0.2948","10000.0000","45.39188404","-75.69641464"
"9.100","0.2011","12","0.0000","0.0000","1.2803","74.4721","0.0000","47.2777","53.1040","0.3048","10000.0000","45.39188401","-75.69641470"
"9.150","0.1399","12","0.0000","0.0000","-3.3636","61.3801","0.0000","47.2469","52.9040","0.3148","10000.0000","45.39188391","-75.69641486"
